x,y,z,sx,sy,sz
755509.85,3279256.22,32.61,0.0113,0.0107,0.0276
755510.16,3279256.01,32.68,0.0144,0.0103,0.0310
755497.16,3279249.50,32.53,0.0064,0.0066,0.0138
755496.62,3279250.32,32.58,0.0065,0.0061,0.0145
755496.99,3279249.48,32.55,0.0065,0.0063,0.0134
755500.13,3279252.82,32.55,0.0051,0.0046,0.0151
755502.62,3279255.75,32.60,0.0049,0.0061,0.0189
755497.39,3279249.61,32.53,0.0069,0.0092,0.0167
755499.89,3279252.04,32.58,0.0047,0.0054,0.0138
755499.54,3279252.16,32.55,0.0042,0.0042,0.0114
755496.42,3279249.08,32.55,0.0099,0.0118,0.0208
755501.19,3279254.65,32.59,0.0044,0.0044,0.0133
755498.48,3279250.67,32.55,0.0043,0.0043,0.0108
755500.74,3279253.86,32.57,0.0040,0.0041,0.0129
755500.22,3279253.20,32.56,0.0048,0.0055,0.0156
755504.21,3279257.38,32.57,0.0057,0.0071,0.0170
755499.18,3279252.49,32.56,0.0047,0.0046,0.0125
755496.26,3279250.21,32.54,0.0057,0.0056,0.0127
755506.76,3279260.12,32.63,0.0064,0.0062,0.0141
755503.88,3279256.97,32.58,0.0060,0.0075,0.0189
755497.26,3279248.97,32.57,0.0103,0.0080,0.0187
755501.61,3279252.84,32.60,0.0037,0.0038,0.0105
755497.62,3279250.47,32.54,0.0087,0.0081,0.0168
755504.08,3279258.10,32.63,0.0045,0.0052,0.0133
755500.05,3279253.21,32.57,0.0044,0.0041,0.0129
755499.93,3279251.33,32.60,0.0048,0.0052,0.0133
755502.03,3279256.39,32.61,0.0038,0.0040,0.0117
755506.28,3279260.12,32.59,0.0061,0.0067,0.0144
755501.10,3279255.33,32.60,0.0036,0.0036,0.0098
755499.52,3279251.77,32.56,0.0040,0.0038,0.0103
755496.92,3279251.34,32.59,0.0048,0.0038,0.0110
755497.76,3279249.26,32.58,0.0072,0.0085,0.0163
755500.67,3279255.01,32.57,0.0038,0.0038,0.0096
755498.35,3279247.43,32.56,0.0075,0.0077,0.0156
755503.55,3279257.68,32.62,0.0038,0.0047,0.0122
755503.76,3279257.57,32.61,0.0038,0.0041,0.0104
755498.31,3279250.94,32.56,0.0040,0.0041,0.0106
755499.93,3279250.99,32.59,0.0049,0.0044,0.0137
755503.25,3279259.70,32.65,0.0046,0.0118,0.0216
755498.49,3279253.46,32.60,0.0047,0.0037,0.0124
755504.72,3279261.57,32.67,0.0046,0.0171,0.0249
755500.00,3279255.23,32.58,0.0040,0.0037,0.0106
755498.70,3279253.20,32.60,0.0043,0.0036,0.0109
755497.01,3279250.80,32.56,0.0043,0.0042,0.0106
755502.13,3279257.48,32.62,0.0041,0.0049,0.0131
755502.01,3279257.26,32.60,0.0047,0.0068,0.0170
755496.61,3279250.09,32.57,0.0040,0.0039,0.0101
755499.15,3279253.32,32.60,0.0040,0.0037,0.0104
755499.10,3279252.81,32.59,0.0036,0.0036,0.0096
755499.30,3279252.78,32.55,0.0083,0.0073,0.0236
755498.80,3279251.95,32.59,0.0037,0.0038,0.0099
755497.91,3279250.17,32.57,0.0084,0.0063,0.0171
755499.05,3279251.64,32.56,0.0041,0.0043,0.0108
755501.45,3279254.80,32.59,0.0041,0.0041,0.0124
755500.90,3279253.96,32.56,0.0047,0.0045,0.0142
755497.69,3279249.33,32.59,0.0053,0.0054,0.0118
755503.67,3279257.31,32.61,0.0056,0.0069,0.0180
755498.77,3279250.14,32.59,0.0050,0.0065,0.0134
755501.60,3279253.42,32.55,0.0037,0.0036,0.0109
755500.45,3279251.61,32.59,0.0042,0.0047,0.0116
755498.58,3279248.97,32.60,0.0055,0.0050,0.0129
755505.87,3279257.65,32.59,0.0050,0.0049,0.0129
755499.08,3279248.15,32.60,0.0052,0.0041,0.0110
755506.85,3279258.13,32.62,0.0090,0.0097,0.0233
755506.86,3279257.86,32.63,0.0075,0.0080,0.0171
755502.25,3279251.35,32.64,0.0040,0.0043,0.0142
755502.68,3279251.72,32.56,0.0037,0.0044,0.0124
755501.01,3279249.33,32.60,0.0042,0.0056,0.0125
755503.62,3279252.94,32.62,0.0041,0.0043,0.0155
755501.25,3279248.76,32.58,0.0042,0.0065,0.0132
755499.69,3279246.43,32.55,0.0099,0.0135,0.0235
755503.54,3279251.57,32.56,0.0039,0.0050,0.0155
755504.47,3279252.88,32.64,0.0053,0.0043,0.0203
755502.07,3279249.31,32.54,0.0041,0.0059,0.0131
755504.86,3279252.77,32.61,0.0041,0.0042,0.0145
755505.21,3279252.98,32.64,0.0042,0.0041,0.0198
755504.83,3279252.38,32.56,0.0041,0.0048,0.0293
755508.28,3279257.20,32.55,0.0081,0.0071,0.0201
755506.84,3279254.77,32.63,0.0076,0.0040,0.0191
755509.53,3279257.98,32.57,0.0168,0.0115,0.0321
755508.75,3279256.66,32.63,0.0103,0.0067,0.0174
755508.54,3279255.23,32.54,0.0085,0.0047,0.0203
755509.50,3279256.60,32.60,0.0131,0.0069,0.0254
755506.85,3279252.71,32.54,0.0085,0.0054,0.0329
755510.17,3279257.55,32.57,0.0316,0.0272,0.0655
755507.91,3279254.09,32.60,0.0074,0.0040,0.0201
755495.20,3279250.75,32.54,0.0039,0.0043,0.0106
755508.07,3279259.74,32.58,0.0151,0.0110,0.0278
755495.59,3279250.28,32.59,0.0067,0.0075,0.0155
755495.01,3279251.08,32.56,0.0103,0.0102,0.0208
755498.31,3279250.99,32.56,0.0065,0.0051,0.0145
755501.54,3279247.58,32.59,0.0042,0.0073,0.0140
755494.99,3279251.25,32.55,0.0076,0.0059,0.0148
755506.48,3279258.36,32.58,0.0133,0.0102,0.0261
755496.79,3279251.27,32.58,0.0099,0.0093,0.0209
755494.57,3279251.62,32.54,0.0049,0.0051,0.0119
755502.52,3279256.58,32.62,0.0062,0.0062,0.0251
755497.96,3279252.46,32.58,0.0056,0.0052,0.0159
755500.38,3279251.54,32.59,0.0039,0.0044,0.0113
755503.33,3279263.29,32.58,0.0045,0.0231,0.0309
755494.30,3279251.29,32.54,0.0046,0.0045,0.0112
755499.89,3279258.67,32.60,0.0046,0.0049,0.0149
755502.42,3279262.00,32.59,0.0042,0.0137,0.0225
755502.85,3279262.55,32.60,0.0041,0.0095,0.0155
755494.69,3279251.49,32.55,0.0061,0.0050,0.0124
755495.23,3279252.21,32.55,0.0072,0.0047,0.0139
755503.16,3279262.76,32.57,0.0043,0.0159,0.0240
755496.36,3279253.56,32.66,0.0090,0.0048,0.0166
755497.26,3279254.82,32.58,0.0062,0.0039,0.0138
755494.84,3279251.51,32.54,0.0058,0.0052,0.0128
755498.45,3279255.77,32.63,0.0075,0.0039,0.0193
755501.68,3279260.11,32.67,0.0038,0.0055,0.0130
755499.21,3279256.62,32.53,0.0053,0.0041,0.0170
755501.12,3279259.01,32.67,0.0045,0.0062,0.0168
755500.05,3279257.52,32.61,0.0043,0.0041,0.0135
755498.40,3279254.73,32.64,0.0063,0.0041,0.0160
755501.43,3279258.87,32.62,0.0063,0.0086,0.0273
755499.75,3279256.52,32.62,0.0052,0.0047,0.0149
755497.72,3279253.46,32.49,0.0057,0.0038,0.0136
755497.97,3279253.73,32.56,0.0047,0.0042,0.0137
755502.52,3279259.86,32.65,0.0038,0.0053,0.0128
755498.88,3279254.59,32.60,0.0046,0.0039,0.0135
755504.33,3279261.93,32.56,0.0049,0.0127,0.0211
755498.13,3279252.41,32.56,0.0046,0.0054,0.0132
755497.54,3279251.57,32.57,0.0039,0.0041,0.0107
755498.23,3279251.68,32.57,0.0041,0.0051,0.0114
755500.17,3279254.33,32.57,0.0040,0.0037,0.0113
755498.57,3279252.03,32.57,0.0069,0.0075,0.0208
755503.73,3279259.04,32.63,0.0041,0.0042,0.0107
755501.96,3279256.56,32.63,0.0037,0.0038,0.0133
755504.39,3279259.91,32.59,0.0045,0.0058,0.0137
755498.66,3279251.88,32.56,0.0045,0.0045,0.0117
755500.44,3279254.37,32.56,0.0036,0.0037,0.0104
755504.89,3279258.68,32.60,0.0048,0.0044,0.0121
755500.92,3279252.77,32.55,0.0042,0.0040,0.0107
755505.89,3279259.54,32.60,0.0093,0.0083,0.0218
755502.35,3279253.33,32.60,0.0036,0.0037,0.0105
755499.69,3279249.23,32.67,0.0060,0.0152,0.0234
755499.52,3279248.92,32.66,0.0040,0.0056,0.0117
755503.62,3279254.75,32.60,0.0041,0.0038,0.0115
755503.27,3279254.08,32.60,0.0039,0.0042,0.0136
755505.06,3279256.10,32.62,0.0051,0.0040,0.0144
755505.66,3279256.46,32.60,0.0051,0.0051,0.0136
755503.10,3279252.72,32.63,0.0041,0.0056,0.0150
755506.52,3279255.47,32.67,0.0076,0.0042,0.0227
755500.24,3279245.98,32.55,0.0046,0.0075,0.0134
755507.88,3279257.08,32.51,0.0092,0.0052,0.0199
755505.07,3279252.93,32.62,0.0107,0.0087,0.0355
755508.96,3279258.54,32.67,0.0120,0.0081,0.0222
755497.64,3279255.53,32.58,0.0052,0.0039,0.0189
755497.98,3279256.00,32.53,0.0048,0.0040,0.0135
755495.95,3279252.33,32.55,0.0050,0.0051,0.0136
755499.55,3279257.08,32.57,0.0052,0.0050,0.0153
755500.31,3279257.40,32.61,0.0066,0.0065,0.0211
755500.66,3279257.54,32.68,0.0051,0.0047,0.0186
755500.85,3279256.91,32.57,0.0045,0.0047,0.0132
755504.39,3279261.16,32.44,0.0062,0.0083,0.0161
755502.16,3279255.32,32.58,0.0042,0.0038,0.0109
755505.08,3279256.84,32.59,0.0061,0.0050,0.0131
755503.09,3279252.85,32.55,0.0045,0.0055,0.0202
755504.89,3279254.54,32.56,0.0045,0.0037,0.0108
755505.60,3279254.64,32.52,0.0053,0.0040,0.0127
755495.44,3279252.82,32.50,0.0110,0.0045,0.0187
755499.37,3279257.70,32.61,0.0101,0.0087,0.0268
755496.58,3279253.76,32.54,0.0079,0.0038,0.0168
755498.34,3279255.03,32.56,0.0051,0.0039,0.0137
755499.04,3279255.51,32.59,0.0046,0.0041,0.0133
755502.92,3279259.87,32.60,0.0075,0.0115,0.0221
755500.91,3279256.88,32.60,0.0045,0.0071,0.0203
755497.23,3279251.74,32.62,0.0050,0.0038,0.0115
755504.68,3279255.79,32.59,0.0114,0.0099,0.0305
755505.07,3279255.24,32.63,0.0052,0.0041,0.0131
755501.28,3279248.97,32.61,0.0064,0.0249,0.0478
755505.47,3279253.97,32.62,0.0124,0.0059,0.0263
755507.78,3279255.67,32.63,0.0133,0.0052,0.0206
755507.46,3279254.22,32.62,0.0067,0.0040,0.0123
755508.24,3279254.89,32.61,0.0076,0.0040,0.0137
755508.12,3279253.24,32.62,0.0156,0.0048,0.0230
755508.89,3279253.95,32.63,0.0114,0.0044,0.0212
755496.54,3279251.85,32.58,0.0084,0.0047,0.0169
755501.20,3279249.81,32.58,0.0047,0.0058,0.0176
755500.99,3279248.67,32.61,0.0053,0.0046,0.0144
755507.03,3279257.13,32.60,0.0064,0.0058,0.0149
755500.97,3279247.63,32.66,0.0114,0.0298,0.0507
755505.46,3279253.39,32.62,0.0054,0.0039,0.0155
755507.33,3279252.33,32.63,0.0215,0.0045,0.0409
755509.33,3279255.17,32.55,0.0130,0.0052,0.0219
755495.36,3279250.84,32.56,0.0076,0.0101,0.0195
755493.72,3279252.38,32.55,0.0110,0.0084,0.0201
755493.54,3279252.39,32.56,0.0077,0.0060,0.0151
755494.60,3279250.92,32.55,0.0061,0.0072,0.0147
755493.98,3279252.27,32.57,0.0087,0.0101,0.0178
755493.49,3279253.07,32.62,0.0108,0.0093,0.0196
755498.57,3279259.94,32.63,0.0043,0.0046,0.0129
755498.99,3279260.65,32.49,0.0065,0.0091,0.0238
755495.95,3279257.29,32.55,0.0152,0.0045,0.0295
755499.97,3279261.49,32.68,0.0052,0.0106,0.0227
755501.83,3279263.45,32.69,0.0043,0.0174,0.0275
755496.87,3279258.02,32.66,0.0113,0.0050,0.0263
755495.31,3279256.05,32.61,0.0231,0.0049,0.0391
755494.45,3279254.99,32.43,0.0399,0.0088,0.0588
755495.68,3279255.07,32.67,0.0053,0.0055,0.0141
755498.07,3279257.44,32.69,0.0046,0.0038,0.0135
755496.51,3279255.56,32.58,0.0117,0.0043,0.0244
755499.12,3279258.46,32.59,0.0040,0.0039,0.0131
755503.12,3279262.68,32.68,0.0072,0.0186,0.0351
755494.23,3279251.64,32.56,0.0050,0.0052,0.0124
755504.17,3279262.38,32.54,0.0065,0.0129,0.0238
755503.08,3279261.09,32.55,0.0045,0.0055,0.0137
755499.56,3279256.66,32.59,0.0043,0.0039,0.0163
755501.72,3279257.18,32.61,0.0038,0.0041,0.0173
755498.07,3279252.80,32.60,0.0046,0.0057,0.0136
755506.56,3279261.05,32.62,0.0113,0.0083,0.0215
755503.99,3279257.90,32.62,0.0052,0.0041,0.0149
755502.25,3279255.44,32.60,0.0039,0.0037,0.0101
755500.03,3279252.75,32.56,0.0050,0.0062,0.0169
755501.53,3279251.86,32.51,0.0041,0.0168,0.0356
755503.73,3279254.41,32.62,0.0101,0.0069,0.0273
755491.87,3279254.64,32.55,0.0176,0.0157,0.0285
755500.91,3279265.39,32.55,0.0078,0.0122,0.0218
755499.91,3279264.01,32.62,0.0072,0.0088,0.0184
755500.94,3279265.19,32.61,0.0053,0.0069,0.0135
755493.02,3279255.49,32.56,0.0075,0.0065,0.0157
755493.44,3279256.25,32.57,0.0044,0.0043,0.0115
755494.95,3279258.19,32.58,0.0046,0.0042,0.0127
755499.34,3279253.51,32.59,0.0036,0.0049,0.0115
755494.60,3279257.19,32.55,0.0038,0.0038,0.0103
755501.48,3279265.63,32.63,0.0050,0.0068,0.0123
755502.35,3279264.55,32.63,0.0057,0.0057,0.0123
755500.63,3279262.37,32.65,0.0074,0.0129,0.0355
755493.24,3279256.50,32.56,0.0052,0.0045,0.0123
755493.91,3279257.28,32.55,0.0051,0.0044,0.0123
755492.22,3279255.00,32.55,0.0043,0.0042,0.0106
755492.29,3279254.96,32.55,0.0043,0.0042,0.0107
755497.40,3279260.70,32.56,0.0040,0.0040,0.0110
755499.56,3279262.78,32.63,0.0038,0.0041,0.0097
755497.51,3279259.70,32.64,0.0036,0.0037,0.0102
755498.34,3279260.60,32.63,0.0036,0.0037,0.0093
755494.64,3279256.07,32.59,0.0069,0.0049,0.0154
755499.24,3279261.31,32.63,0.0038,0.0045,0.0129
755498.18,3279260.01,32.60,0.0039,0.0039,0.0143
755501.85,3279264.42,32.63,0.0051,0.0071,0.0138
755501.06,3279263.31,32.62,0.0040,0.0040,0.0093
755501.20,3279263.21,32.63,0.0040,0.0041,0.0094
755494.14,3279253.98,32.64,0.0061,0.0057,0.0133
755496.85,3279256.50,32.67,0.0072,0.0046,0.0205
755494.68,3279253.69,32.55,0.0072,0.0086,0.0172
755498.82,3279257.36,32.66,0.0038,0.0040,0.0133
755495.98,3279252.76,32.65,0.0091,0.0111,0.0227
755500.42,3279258.33,32.60,0.0043,0.0042,0.0162
755498.78,3279256.11,32.61,0.0043,0.0047,0.0168
755499.94,3279257.25,32.65,0.0039,0.0044,0.0186
755496.29,3279251.35,32.55,0.0049,0.0076,0.0135
755501.91,3279258.18,32.61,0.0058,0.0043,0.0180
755504.64,3279261.10,32.66,0.0062,0.0047,0.0127
755501.75,3279257.25,32.58,0.0051,0.0043,0.0166
755500.68,3279255.59,32.67,0.0042,0.0061,0.0173
755500.14,3279252.76,32.56,0.0038,0.0040,0.0104
755493.35,3279254.77,32.58,0.0061,0.0037,0.0124
755498.12,3279259.90,32.61,0.0040,0.0082,0.0196
755497.00,3279257.91,32.56,0.0038,0.0051,0.0133
755498.96,3279259.42,32.56,0.0039,0.0059,0.0127
755496.56,3279252.71,32.56,0.0037,0.0042,0.0110
755505.80,3279259.74,32.61,0.0105,0.0080,0.0206
755505.72,3279258.67,32.59,0.0128,0.0097,0.0221
755492.18,3279255.55,32.55,0.0059,0.0056,0.0136
755491.56,3279256.36,32.56,0.0073,0.0059,0.0149
755500.31,3279266.35,32.60,0.0095,0.0172,0.0299
755492.68,3279257.58,32.56,0.0081,0.0062,0.0187
755494.41,3279258.22,32.56,0.0044,0.0043,0.0125
755500.49,3279264.97,32.60,0.0117,0.0132,0.0281
755492.94,3279259.04,32.56,0.0049,0.0040,0.0121
755494.27,3279260.55,32.57,0.0046,0.0040,0.0128
755495.75,3279259.59,32.58,0.0037,0.0037,0.0107
755491.76,3279255.21,32.56,0.0125,0.0112,0.0238
755492.87,3279258.61,32.55,0.0073,0.0065,0.0172
755491.80,3279254.85,32.54,0.0124,0.0114,0.0235
755497.77,3279264.31,32.64,0.0037,0.0042,0.0099
755496.15,3279258.49,32.60,0.0044,0.0042,0.0145
755491.95,3279256.88,32.56,0.0083,0.0071,0.0168
755498.46,3279265.37,32.63,0.0041,0.0058,0.0124
755493.17,3279255.72,32.56,0.0047,0.0045,0.0116
755490.58,3279256.34,32.55,0.0060,0.0046,0.0123
755495.41,3279261.97,32.61,0.0038,0.0037,0.0105
755494.84,3279261.24,32.56,0.0044,0.0044,0.0139
755497.29,3279263.82,32.62,0.0037,0.0043,0.0105
755493.49,3279258.98,32.56,0.0050,0.0048,0.0127
755495.75,3279261.11,32.62,0.0036,0.0037,0.0093
755491.26,3279255.38,32.55,0.0106,0.0097,0.0205
755492.07,3279256.19,32.56,0.0036,0.0036,0.0096
755492.08,3279255.99,32.56,0.0038,0.0037,0.0100
755495.85,3279259.03,32.59,0.0067,0.0064,0.0252
755492.36,3279254.50,32.57,0.0103,0.0119,0.0223
755496.49,3279258.58,32.66,0.0040,0.0041,0.0131
755496.16,3279257.91,32.57,0.0046,0.0049,0.0156
755500.13,3279261.62,32.64,0.0045,0.0062,0.0224
755497.02,3279257.35,32.64,0.0041,0.0053,0.0157
755494.77,3279254.46,32.57,0.0061,0.0061,0.0158
755496.33,3279256.17,32.51,0.0078,0.0083,0.0272
755497.91,3279257.89,32.68,0.0038,0.0063,0.0200
755494.11,3279252.25,32.56,0.0111,0.0184,0.0266
755499.56,3279259.11,32.64,0.0043,0.0042,0.0155
755498.08,3279257.17,32.66,0.0039,0.0059,0.0159
755502.72,3279263.04,32.64,0.0093,0.0057,0.0199
755503.16,3279263.40,32.62,0.0094,0.0097,0.0235
755500.69,3279259.87,32.58,0.0049,0.0040,0.0204
755501.70,3279260.72,32.63,0.0053,0.0041,0.0135
755494.83,3279251.75,32.57,0.0132,0.0285,0.0374
755496.57,3279253.76,32.59,0.0079,0.0156,0.0305
755502.56,3279261.31,32.52,0.0060,0.0042,0.0141
755497.24,3279254.24,32.52,0.0043,0.0084,0.0169
755499.15,3279256.47,32.60,0.0045,0.0082,0.0204
755504.69,3279262.97,32.69,0.0140,0.0088,0.0253
755502.50,3279259.82,32.63,0.0068,0.0040,0.0192
755500.04,3279256.19,32.57,0.0044,0.0072,0.0218
755497.83,3279266.97,32.62,0.0040,0.0069,0.0136
755490.36,3279256.76,32.55,0.0125,0.0108,0.0230
755498.62,3279267.02,32.63,0.0065,0.0065,0.0137
755496.41,3279264.48,32.62,0.0047,0.0073,0.0217
755495.94,3279259.26,32.57,0.0064,0.0063,0.0252
755489.73,3279257.36,32.55,0.0100,0.0063,0.0177
755491.15,3279258.41,32.57,0.0054,0.0053,0.0133
755498.02,3279267.06,32.62,0.0039,0.0042,0.0090
755495.44,3279263.68,32.62,0.0040,0.0043,0.0125
755490.90,3279256.93,32.55,0.0085,0.0061,0.0164
755491.77,3279258.60,32.56,0.0056,0.0049,0.0131
755492.19,3279260.27,32.56,0.0048,0.0044,0.0127
755494.59,3279262.75,32.61,0.0052,0.0051,0.0182
755491.71,3279259.73,32.56,0.0050,0.0038,0.0122
755498.87,3279257.88,32.60,0.0145,0.0272,0.0966
755490.63,3279257.80,32.55,0.0089,0.0054,0.0169
755493.40,3279255.85,32.56,0.0112,0.0183,0.0366
755497.84,3279266.93,32.63,0.0040,0.0040,0.0088
755491.04,3279255.29,32.55,0.0059,0.0056,0.0131
755493.82,3279261.03,32.57,0.0040,0.0038,0.0107
755495.73,3279264.98,32.63,0.0038,0.0039,0.0096
755498.49,3279267.49,32.63,0.0041,0.0050,0.0102
755497.21,3279264.39,32.58,0.0054,0.0082,0.0211
755497.91,3279264.67,32.61,0.0040,0.0039,0.0094
755496.77,3279262.98,32.60,0.0037,0.0038,0.0095
755497.00,3279260.49,32.58,0.0040,0.0040,0.0141
755495.05,3279255.27,32.60,0.0096,0.0156,0.0327
755495.56,3279255.84,32.56,0.0062,0.0171,0.0348
755500.15,3279261.93,32.63,0.0172,0.0074,0.0477
755498.75,3279259.58,32.64,0.0111,0.0114,0.0463
755497.44,3279257.56,32.65,0.0038,0.0062,0.0155
755495.28,3279253.87,32.60,0.0046,0.0189,0.0264
755495.64,3279253.58,32.62,0.0054,0.0138,0.0222
755499.67,3279258.79,32.63,0.0056,0.0055,0.0223
755503.72,3279264.47,32.65,0.0124,0.0090,0.0229
755490.30,3279258.79,32.57,0.0134,0.0109,0.0274
755489.77,3279258.28,32.58,0.0139,0.0091,0.0236
755492.61,3279261.96,32.60,0.0103,0.0054,0.0292
755494.49,3279256.35,32.66,0.0067,0.0180,0.0378
755493.04,3279255.41,32.61,0.0120,0.0200,0.0386
755491.42,3279259.85,32.52,0.0129,0.0057,0.0274
755492.15,3279261.53,32.61,0.0042,0.0039,0.0111
755488.25,3279257.72,32.61,0.0163,0.0096,0.0233
755490.15,3279259.62,32.60,0.0053,0.0037,0.0117
755496.28,3279256.50,32.67,0.0071,0.0372,0.0717
755494.65,3279265.81,32.64,0.0038,0.0040,0.0103
755488.79,3279258.56,32.59,0.0087,0.0053,0.0159
755489.57,3279259.21,32.55,0.0076,0.0061,0.0147
755498.20,3279268.93,32.66,0.0070,0.0066,0.0148
755495.05,3279257.57,32.55,0.0043,0.0049,0.0140
755495.05,3279257.57,32.55,0.0040,0.0040,0.0112
755497.70,3279259.98,32.61,0.0045,0.0038,0.0123
755498.61,3279260.62,32.61,0.0081,0.0062,0.0333
755494.74,3279255.42,32.58,0.0058,0.0196,0.0317
755489.58,3279260.40,32.52,0.0050,0.0045,0.0114
755488.91,3279258.56,32.61,0.0071,0.0141,0.0207
755498.08,3279268.61,32.61,0.0047,0.0052,0.0107
755494.51,3279264.14,32.58,0.0038,0.0039,0.0105
755487.16,3279260.04,32.56,0.0051,0.0053,0.0123
755489.29,3279262.14,32.56,0.0046,0.0048,0.0118
755490.16,3279262.84,32.56,0.0038,0.0039,0.0103
755488.39,3279262.28,32.58,0.0046,0.0055,0.0139
755486.55,3279259.71,32.56,0.0037,0.0040,0.0100
755487.23,3279260.00,32.55,0.0043,0.0046,0.0110
755488.45,3279261.22,32.58,0.0048,0.0069,0.0141
755488.57,3279261.28,32.55,0.0077,0.0095,0.0193
755489.45,3279262.27,32.57,0.0040,0.0042,0.0108
755489.22,3279261.97,32.55,0.0051,0.0054,0.0136
755489.77,3279261.35,32.53,0.0060,0.0060,0.0147
755489.35,3279260.38,32.68,0.0086,0.0200,0.0328
755494.52,3279257.09,32.56,0.0046,0.0045,0.0124
755492.72,3279262.14,32.56,0.0153,0.0109,0.0573
755491.09,3279255.38,32.55,0.0037,0.0043,0.0103
755497.07,3279261.46,32.65,0.0042,0.0048,0.0147
755493.06,3279255.69,32.54,0.0036,0.0036,0.0098
755495.63,3279258.06,32.61,0.0036,0.0036,0.0100
755495.69,3279257.29,32.62,0.0051,0.0118,0.0291
755501.04,3279263.19,32.58,0.0051,0.0048,0.0103
755501.38,3279263.71,32.62,0.0051,0.0048,0.0100
755498.24,3279258.72,32.61,0.0070,0.0041,0.0302
755500.68,3279261.09,32.65,0.0091,0.0054,0.0188
755486.80,3279263.65,32.58,0.0060,0.0057,0.0151
755486.51,3279262.10,32.59,0.0047,0.0047,0.0112
755487.62,3279263.90,32.57,0.0052,0.0053,0.0143
755487.01,3279263.54,32.58,0.0040,0.0040,0.0101
755486.55,3279261.33,32.59,0.0047,0.0046,0.0112
755486.51,3279261.84,32.57,0.0058,0.0057,0.0136
755488.63,3279264.56,32.58,0.0043,0.0044,0.0120
755487.74,3279263.51,32.59,0.0036,0.0036,0.0104
755485.32,3279261.91,32.57,0.0098,0.0093,0.0199
755490.48,3279265.05,32.59,0.0046,0.0044,0.0107
755488.46,3279262.64,32.57,0.0062,0.0071,0.0164
755486.24,3279262.35,32.58,0.0058,0.0065,0.0151
755488.58,3279264.65,32.57,0.0067,0.0062,0.0170
755485.82,3279261.41,32.57,0.0041,0.0043,0.0103
755487.20,3279263.80,32.58,0.0042,0.0043,0.0107
755491.34,3279262.83,32.55,0.0036,0.0039,0.0106
755486.88,3279261.50,32.58,0.0054,0.0068,0.0145
755488.25,3279259.94,32.52,0.0102,0.0175,0.0273
755494.56,3279271.17,32.62,0.0050,0.0046,0.0097
755487.09,3279262.52,32.56,0.0046,0.0052,0.0123
755488.22,3279265.38,32.60,0.0042,0.0041,0.0110
755487.53,3279263.79,32.58,0.0044,0.0045,0.0116
755493.51,3279270.72,32.63,0.0049,0.0039,0.0096
755487.03,3279263.09,32.58,0.0044,0.0046,0.0113
755488.25,3279264.47,32.60,0.0037,0.0038,0.0094
755488.46,3279264.87,32.59,0.0058,0.0056,0.0164
755487.37,3279261.09,32.58,0.0046,0.0052,0.0122
755488.36,3279264.90,32.60,0.0038,0.0038,0.0099
755485.52,3279262.49,32.58,0.0062,0.0063,0.0142
755491.76,3279263.29,32.55,0.0043,0.0040,0.0115
755488.98,3279261.93,32.62,0.0037,0.0039,0.0101
755487.74,3279264.04,32.58,0.0046,0.0047,0.0116
755489.94,3279265.72,32.60,0.0042,0.0042,0.0108
755486.53,3279264.00,32.62,0.0044,0.0039,0.0109
755495.03,3279271.72,32.59,0.0053,0.0055,0.0104
755488.61,3279268.68,32.48,0.0125,0.0089,0.0323
755489.50,3279269.71,32.47,0.0066,0.0075,0.0224
755492.58,3279273.28,32.52,0.0042,0.0148,0.0229
755488.39,3279268.40,32.46,0.0088,0.0059,0.0221
755491.51,3279271.93,32.56,0.0045,0.0131,0.0253
755485.95,3279265.46,32.52,0.0456,0.0127,0.0828
755490.38,3279270.61,32.55,0.0059,0.0104,0.0255
755491.69,3279272.06,32.51,0.0042,0.0114,0.0217
755491.82,3279272.12,32.52,0.0042,0.0117,0.0217
755486.98,3279266.36,32.54,0.0116,0.0040,0.0236
755493.17,3279273.13,32.60,0.0049,0.0157,0.0251
755493.76,3279273.89,32.48,0.0055,0.0276,0.0368
755493.91,3279273.33,32.64,0.0057,0.0154,0.0238
755484.77,3279262.45,32.59,0.0049,0.0051,0.0122
755485.00,3279262.70,32.59,0.0101,0.0064,0.0194
755486.06,3279263.44,32.62,0.0048,0.0039,0.0111
755487.16,3279264.64,32.66,0.0038,0.0038,0.0098
755490.31,3279267.91,32.63,0.0042,0.0040,0.0134
755489.30,3279266.61,32.66,0.0038,0.0037,0.0100
755487.60,3279264.34,32.60,0.0040,0.0040,0.0104
755490.90,3279267.33,32.58,0.0056,0.0056,0.0140
755488.36,3279263.06,32.58,0.0048,0.0050,0.0123
