x,y,z,sx,sy,sz
755524.38,3279208.97,32.65,0.0055,0.0057,0.0121
755523.46,3279207.51,32.66,0.0057,0.0059,0.0114
755522.55,3279208.25,32.64,0.0056,0.0057,0.0119
755522.13,3279208.25,32.63,0.0056,0.0058,0.0110
755522.39,3279208.49,32.64,0.0056,0.0059,0.0112
755523.17,3279209.31,32.62,0.0057,0.0066,0.0129
755522.13,3279208.80,32.77,0.0082,0.0095,0.0242
755521.01,3279208.24,32.78,0.0077,0.0086,0.0180
755525.06,3279210.61,32.64,0.0054,0.0056,0.0116
755524.59,3279210.67,32.66,0.0051,0.0053,0.0104
755520.74,3279209.43,32.74,0.0085,0.0079,0.0201
755521.75,3279210.05,32.70,0.0067,0.0065,0.0182
755520.30,3279209.38,32.67,0.0084,0.0070,0.0177
755522.96,3279210.87,32.67,0.0055,0.0055,0.0167
755521.46,3279211.26,32.74,0.0072,0.0056,0.0193
755520.01,3279210.51,32.68,0.0118,0.0078,0.0262
755522.77,3279212.19,32.73,0.0059,0.0052,0.0183
755519.76,3279210.56,32.76,0.0091,0.0059,0.0177
755521.14,3279212.51,32.65,0.0077,0.0052,0.0187
755518.53,3279211.02,32.72,0.0118,0.0057,0.0193
755522.21,3279213.17,32.67,0.0096,0.0073,0.0307
755528.72,3279217.33,32.66,0.0269,0.0419,0.0633
755523.93,3279207.89,32.68,0.0057,0.0059,0.0115
755524.72,3279206.37,32.66,0.0064,0.0066,0.0133
755524.22,3279205.74,32.65,0.0068,0.0076,0.0168
755522.62,3279208.39,32.68,0.0062,0.0058,0.0136
755522.50,3279206.44,32.65,0.0060,0.0063,0.0122
755525.59,3279207.36,32.65,0.0060,0.0061,0.0130
755526.00,3279207.61,32.66,0.0067,0.0066,0.0152
755524.84,3279207.72,32.66,0.0055,0.0057,0.0112
755523.70,3279205.85,32.67,0.0064,0.0076,0.0161
755523.96,3279205.48,32.64,0.0060,0.0064,0.0125
755523.83,3279205.73,32.66,0.0061,0.0063,0.0122
755522.33,3279205.48,32.70,0.0076,0.0078,0.0157
755522.30,3279205.50,32.66,0.0058,0.0062,0.0116
755522.74,3279205.83,32.66,0.0059,0.0062,0.0120
755523.46,3279206.49,32.65,0.0058,0.0061,0.0116
755523.73,3279206.73,32.66,0.0059,0.0062,0.0118
755522.13,3279205.98,32.67,0.0081,0.0078,0.0178
755522.06,3279206.31,32.67,0.0060,0.0063,0.0118
755524.68,3279207.80,32.66,0.0058,0.0061,0.0124
755522.13,3279206.60,32.66,0.0064,0.0066,0.0130
755521.61,3279206.65,32.65,0.0064,0.0065,0.0138
755525.72,3279209.25,32.64,0.0055,0.0056,0.0115
755525.33,3279209.89,32.64,0.0065,0.0066,0.0130
755524.78,3279210.39,32.64,0.0051,0.0053,0.0106
755524.25,3279210.09,32.65,0.0052,0.0054,0.0115
755521.56,3279208.66,32.70,0.0093,0.0063,0.0170
755525.89,3279212.32,32.62,0.0049,0.0053,0.0103
755527.01,3279213.15,32.58,0.0061,0.0089,0.0162
755526.86,3279205.38,32.65,0.0067,0.0075,0.0185
755525.92,3279202.88,32.66,0.0070,0.0121,0.0223
755525.91,3279204.34,32.60,0.0082,0.0145,0.0344
755525.36,3279202.59,32.59,0.0092,0.0234,0.0407
755527.75,3279203.37,32.60,0.0073,0.0106,0.0213
755524.99,3279202.06,32.60,0.0076,0.0155,0.0253
755524.58,3279201.73,32.59,0.0098,0.0241,0.0369
755527.29,3279204.21,32.59,0.0093,0.0137,0.0319
755526.17,3279203.14,32.64,0.0084,0.0182,0.0345
755523.99,3279202.51,32.58,0.0101,0.0190,0.0327
755525.93,3279204.56,32.67,0.0067,0.0091,0.0211
755524.20,3279202.91,32.66,0.0066,0.0083,0.0155
755523.18,3279203.99,32.63,0.0072,0.0081,0.0162
755523.44,3279206.54,32.65,0.0060,0.0062,0.0120
755523.17,3279203.80,32.62,0.0069,0.0078,0.0153
755525.77,3279204.22,32.59,0.0062,0.0072,0.0147
755525.41,3279203.95,32.64,0.0067,0.0097,0.0205
755525.18,3279205.85,32.62,0.0064,0.0067,0.0139
755528.08,3279211.51,32.63,0.0081,0.0076,0.0156
755522.41,3279205.77,32.66,0.0061,0.0064,0.0124
755529.21,3279209.23,32.57,0.0113,0.0077,0.0241
755525.91,3279203.12,32.64,0.0097,0.0101,0.0182
755523.90,3279202.41,32.58,0.0132,0.0265,0.0443
755524.40,3279204.91,32.62,0.0069,0.0080,0.0177
755525.97,3279206.35,32.63,0.0071,0.0071,0.0171
755526.43,3279206.71,32.65,0.0076,0.0074,0.0182
755525.01,3279206.90,32.66,0.0071,0.0072,0.0165
755527.42,3279208.65,32.62,0.0058,0.0057,0.0128
755526.42,3279208.18,32.67,0.0085,0.0084,0.0177
755526.82,3279208.55,32.68,0.0069,0.0069,0.0145
755524.51,3279207.47,32.65,0.0064,0.0066,0.0142
755521.57,3279207.21,32.64,0.0055,0.0057,0.0109
755523.31,3279209.61,32.63,0.0053,0.0055,0.0116
755524.27,3279210.56,32.69,0.0052,0.0057,0.0120
755523.72,3279200.62,32.62,0.0170,0.0690,0.0933
755521.01,3279204.58,32.67,0.0063,0.0066,0.0140
755523.84,3279200.63,32.63,0.0073,0.0158,0.0232
755523.03,3279201.90,32.70,0.0082,0.0151,0.0255
755522.63,3279203.67,32.63,0.0072,0.0080,0.0154
755521.63,3279202.60,32.64,0.0085,0.0101,0.0198
755521.78,3279205.75,32.66,0.0059,0.0062,0.0118
755525.75,3279211.39,32.64,0.0096,0.0115,0.0265
755520.22,3279203.81,32.69,0.0086,0.0110,0.0183
755519.50,3279203.97,32.68,0.0142,0.0157,0.0270
755526.82,3279212.70,32.63,0.0074,0.0091,0.0164
755521.38,3279202.24,32.65,0.0090,0.0115,0.0202
755523.62,3279202.26,32.64,0.0087,0.0116,0.0220
755520.12,3279203.75,32.68,0.0068,0.0074,0.0136
755521.59,3279206.50,32.73,0.0058,0.0060,0.0117
755520.74,3279203.83,32.69,0.0065,0.0072,0.0132
755523.32,3279207.27,32.65,0.0060,0.0063,0.0123
755519.70,3279203.53,32.69,0.0089,0.0087,0.0171
755521.69,3279205.64,32.66,0.0064,0.0067,0.0131
755523.20,3279208.81,32.63,0.0062,0.0072,0.0152
755523.73,3279205.93,32.65,0.0064,0.0066,0.0136
755522.34,3279205.23,32.66,0.0068,0.0074,0.0158
755520.53,3279203.39,32.68,0.0072,0.0086,0.0148
755522.91,3279201.53,32.63,0.0086,0.0129,0.0222
755522.20,3279205.70,32.66,0.0070,0.0073,0.0157
755520.87,3279206.66,32.67,0.0062,0.0061,0.0132
755526.23,3279213.32,32.66,0.0065,0.0110,0.0184
755519.07,3279204.17,32.74,0.0121,0.0122,0.0216
755523.47,3279209.16,32.65,0.0060,0.0065,0.0124
755520.73,3279205.36,32.66,0.0062,0.0065,0.0123
755521.76,3279206.53,32.64,0.0058,0.0060,0.0117
755520.84,3279204.99,32.66,0.0063,0.0067,0.0126
755520.45,3279204.03,32.68,0.0073,0.0077,0.0146
755522.76,3279206.55,32.66,0.0059,0.0061,0.0116
755522.76,3279205.86,32.66,0.0058,0.0062,0.0117
755521.69,3279203.28,32.68,0.0086,0.0100,0.0233
755522.47,3279202.97,32.63,0.0072,0.0104,0.0186
755524.44,3279204.85,32.64,0.0078,0.0080,0.0183
755525.02,3279205.54,32.64,0.0072,0.0071,0.0156
755525.66,3279204.13,32.63,0.0088,0.0081,0.0179
755524.32,3279200.41,32.73,0.0142,0.0185,0.0381
755527.65,3279208.10,32.68,0.0115,0.0091,0.0207
755521.64,3279204.34,32.71,0.0068,0.0067,0.0148
755526.24,3279206.47,32.66,0.0091,0.0077,0.0213
755524.63,3279203.68,32.77,0.0071,0.0071,0.0175
755526.86,3279206.31,32.64,0.0082,0.0069,0.0274
755521.01,3279204.58,32.68,0.0077,0.0095,0.0185
755519.61,3279205.80,32.68,0.0114,0.0113,0.0272
755518.61,3279205.30,32.69,0.0070,0.0069,0.0134
755522.21,3279208.01,32.63,0.0057,0.0058,0.0112
755521.81,3279208.22,32.63,0.0057,0.0058,0.0123
755520.74,3279206.73,32.66,0.0059,0.0061,0.0121
755522.45,3279206.74,32.66,0.0057,0.0059,0.0112
755519.70,3279208.62,32.63,0.0093,0.0057,0.0191
755523.84,3279213.05,32.61,0.0048,0.0087,0.0161
755524.60,3279213.84,32.64,0.0052,0.0115,0.0188
755525.46,3279214.71,32.68,0.0055,0.0112,0.0163
755520.48,3279209.37,32.72,0.0095,0.0062,0.0223
755520.51,3279209.40,32.67,0.0071,0.0057,0.0163
755521.75,3279210.68,32.61,0.0063,0.0068,0.0179
755522.75,3279211.75,32.65,0.0053,0.0080,0.0175
755519.61,3279208.33,32.63,0.0092,0.0057,0.0183
755517.27,3279205.77,32.69,0.0092,0.0071,0.0147
755518.78,3279207.27,32.74,0.0095,0.0062,0.0172
755520.43,3279208.82,32.72,0.0093,0.0059,0.0208
755521.38,3279209.86,32.66,0.0067,0.0061,0.0178
755521.89,3279210.39,32.68,0.0052,0.0055,0.0124
755523.95,3279212.43,32.67,0.0051,0.0168,0.0313
755523.01,3279211.43,32.64,0.0050,0.0066,0.0151
755523.96,3279212.23,32.67,0.0057,0.0069,0.0177
755523.27,3279211.38,32.64,0.0051,0.0059,0.0159
755519.03,3279205.85,32.66,0.0086,0.0081,0.0169
755520.26,3279207.15,32.72,0.0062,0.0060,0.0127
755522.62,3279209.22,32.67,0.0052,0.0054,0.0120
755520.40,3279206.58,32.67,0.0062,0.0064,0.0135
755521.07,3279207.27,32.63,0.0058,0.0060,0.0112
755520.85,3279207.03,32.65,0.0057,0.0059,0.0115
755521.41,3279207.45,32.65,0.0057,0.0059,0.0123
755522.07,3279207.90,32.63,0.0058,0.0059,0.0115
755523.90,3279209.31,32.62,0.0064,0.0066,0.0146
755524.74,3279209.66,32.69,0.0075,0.0065,0.0135
755523.04,3279206.93,32.64,0.0066,0.0067,0.0146
755519.11,3279203.55,32.64,0.0069,0.0072,0.0140
755518.63,3279207.20,32.79,0.0122,0.0061,0.0208
755518.36,3279206.48,32.79,0.0090,0.0063,0.0203
755519.30,3279207.03,32.74,0.0066,0.0059,0.0139
755521.42,3279209.09,32.65,0.0056,0.0063,0.0127
755519.84,3279206.40,32.62,0.0061,0.0062,0.0124
755523.12,3279209.88,32.66,0.0085,0.0067,0.0172
755518.41,3279204.67,32.63,0.0067,0.0066,0.0130
755519.76,3279205.95,32.62,0.0062,0.0062,0.0125
755519.54,3279204.48,32.62,0.0067,0.0067,0.0136
755521.56,3279205.61,32.65,0.0060,0.0063,0.0120
755520.68,3279202.39,32.67,0.0081,0.0116,0.0220
755524.36,3279206.18,32.69,0.0071,0.0065,0.0158
755521.72,3279206.61,32.65,0.0073,0.0093,0.0230
755516.01,3279207.83,32.65,0.0125,0.0070,0.0185
755518.74,3279210.60,32.65,0.0090,0.0059,0.0189
755520.38,3279212.25,32.60,0.0059,0.0066,0.0161
755524.00,3279215.90,32.64,0.0071,0.0165,0.0247
755517.16,3279208.90,32.65,0.0129,0.0060,0.0211
755517.79,3279209.48,32.64,0.0127,0.0058,0.0224
755521.11,3279212.84,32.63,0.0055,0.0078,0.0176
755522.00,3279213.76,32.62,0.0049,0.0090,0.0177
755523.38,3279215.13,32.63,0.0067,0.0165,0.0287
755519.56,3279211.24,32.66,0.0077,0.0060,0.0218
755518.38,3279209.61,32.70,0.0064,0.0057,0.0122
755518.22,3279209.42,32.68,0.0106,0.0059,0.0220
755520.27,3279211.52,32.68,0.0063,0.0062,0.0173
755521.45,3279212.71,32.66,0.0053,0.0086,0.0236
755522.40,3279213.68,32.67,0.0048,0.0091,0.0189
755524.23,3279215.51,32.62,0.0055,0.0120,0.0181
755519.34,3279210.49,32.69,0.0068,0.0055,0.0156
755516.36,3279207.42,32.67,0.0146,0.0084,0.0220
755516.74,3279207.78,32.68,0.0111,0.0067,0.0175
755519.89,3279210.99,32.68,0.0063,0.0056,0.0159
755522.99,3279214.16,32.68,0.0048,0.0092,0.0171
755520.58,3279210.13,32.71,0.0059,0.0054,0.0164
755524.04,3279213.70,32.68,0.0054,0.0097,0.0187
755519.33,3279208.76,32.72,0.0096,0.0071,0.0257
755519.44,3279208.84,32.70,0.0076,0.0060,0.0184
755524.82,3279214.39,32.65,0.0066,0.0123,0.0210
755518.25,3279207.56,32.63,0.0096,0.0068,0.0183
755524.43,3279212.30,32.64,0.0058,0.0069,0.0167
755523.24,3279210.99,32.70,0.0053,0.0069,0.0240
755524.73,3279212.51,32.71,0.0067,0.0076,0.0187
755525.60,3279213.05,32.65,0.0081,0.0081,0.0184
755522.31,3279207.71,32.64,0.0059,0.0060,0.0116
755519.53,3279204.42,32.63,0.0071,0.0069,0.0147
755519.70,3279205.76,32.61,0.0074,0.0075,0.0178
755516.68,3279207.62,33.05,0.0106,0.0062,0.0189
755516.93,3279207.90,32.99,0.0112,0.0062,0.0195
755517.93,3279208.32,32.55,0.0074,0.0059,0.0156
755520.18,3279210.57,32.59,0.0053,0.0065,0.0131
755519.68,3279210.06,32.59,0.0057,0.0057,0.0114
755517.60,3279207.68,32.88,0.0080,0.0060,0.0161
755521.16,3279211.30,32.38,0.0067,0.0074,0.0183
755517.97,3279207.85,32.81,0.0073,0.0058,0.0152
755523.53,3279212.85,32.34,0.0108,0.0103,0.0195
755522.85,3279211.92,32.37,0.0117,0.0092,0.0216
755519.02,3279207.95,32.72,0.0068,0.0059,0.0149
755522.18,3279211.05,32.44,0.0083,0.0073,0.0187
755519.30,3279207.59,32.69,0.0061,0.0058,0.0132
755519.24,3279207.32,32.72,0.0062,0.0060,0.0138
755520.11,3279208.07,32.70,0.0060,0.0058,0.0133
755520.81,3279208.49,32.73,0.0055,0.0059,0.0123
755523.24,3279210.95,32.46,0.0109,0.0073,0.0195
755523.37,3279210.44,32.51,0.0151,0.0068,0.0235
755520.50,3279207.48,32.63,0.0058,0.0059,0.0126
755525.43,3279207.82,32.76,0.0074,0.0060,0.0134
755517.00,3279212.28,31.57,0.0134,0.0069,0.0303
755515.71,3279209.81,32.52,0.0078,0.0075,0.0166
755518.01,3279211.91,31.97,0.0079,0.0057,0.0208
755517.47,3279210.50,32.45,0.0061,0.0065,0.0159
755519.13,3279211.39,32.26,0.0062,0.0055,0.0176
755517.01,3279209.05,32.37,0.0124,0.0073,0.0239
755518.53,3279210.58,32.25,0.0120,0.0086,0.0491
755520.54,3279211.91,32.40,0.0052,0.0058,0.0183
755517.90,3279208.94,32.42,0.0080,0.0067,0.0177
755521.25,3279212.13,32.41,0.0051,0.0053,0.0126
755516.49,3279207.07,32.54,0.0125,0.0114,0.0225
755519.23,3279209.77,32.49,0.0066,0.0063,0.0198
755520.72,3279211.28,32.52,0.0052,0.0055,0.0196
755518.08,3279208.52,32.53,0.0078,0.0072,0.0177
755520.64,3279211.01,32.52,0.0053,0.0056,0.0204
755517.75,3279207.98,32.56,0.0086,0.0082,0.0186
755516.59,3279206.68,32.62,0.0151,0.0180,0.0304
755521.69,3279211.89,32.44,0.0050,0.0058,0.0178
755523.24,3279212.86,32.46,0.0056,0.0054,0.0122
755523.85,3279213.25,32.56,0.0079,0.0081,0.0214
755523.15,3279212.38,32.63,0.0067,0.0063,0.0194
755519.09,3279207.98,32.71,0.0068,0.0084,0.0183
755522.74,3279211.76,32.58,0.0062,0.0058,0.0200
755524.18,3279213.26,32.56,0.0104,0.0088,0.0256
755524.90,3279213.96,32.60,0.0101,0.0089,0.0204
755520.62,3279209.41,32.57,0.0054,0.0063,0.0179
755521.76,3279210.58,32.55,0.0054,0.0056,0.0190
755523.89,3279212.81,32.59,0.0073,0.0067,0.0183
755521.84,3279210.21,32.65,0.0055,0.0056,0.0119
755514.21,3279209.91,32.47,0.0095,0.0099,0.0182
755516.55,3279212.45,32.46,0.0052,0.0058,0.0131
755517.34,3279213.15,32.47,0.0048,0.0053,0.0120
755514.51,3279210.01,32.47,0.0055,0.0066,0.0120
755520.77,3279217.32,32.49,0.0080,0.0093,0.0204
755519.88,3279216.90,32.48,0.0045,0.0046,0.0102
755514.29,3279210.31,32.46,0.0054,0.0066,0.0119
755514.11,3279210.39,32.47,0.0052,0.0063,0.0115
755513.74,3279210.14,32.47,0.0053,0.0065,0.0115
755519.84,3279216.96,32.48,0.0049,0.0050,0.0112
755520.78,3279216.73,32.49,0.0048,0.0048,0.0106
755521.48,3279217.31,32.48,0.0061,0.0060,0.0132
755515.55,3279211.78,32.53,0.0048,0.0057,0.0110
755514.41,3279210.88,32.47,0.0052,0.0062,0.0115
755512.73,3279210.06,32.46,0.0057,0.0067,0.0118
755516.85,3279212.52,32.47,0.0048,0.0055,0.0118
755514.04,3279210.14,32.46,0.0053,0.0065,0.0116
755517.60,3279213.55,32.46,0.0046,0.0052,0.0116
755521.15,3279217.82,32.50,0.0049,0.0050,0.0107
755514.90,3279211.04,32.46,0.0051,0.0061,0.0114
755520.16,3279216.94,32.48,0.0048,0.0049,0.0111
755519.37,3279216.55,32.51,0.0045,0.0052,0.0115
755514.47,3279211.77,32.46,0.0054,0.0061,0.0119
755515.45,3279212.79,32.47,0.0050,0.0054,0.0116
755516.55,3279211.54,32.54,0.0048,0.0058,0.0113
755517.46,3279214.78,32.49,0.0068,0.0068,0.0219
755518.73,3279215.96,32.54,0.0045,0.0055,0.0127
755515.01,3279212.21,32.52,0.0048,0.0055,0.0108
755516.29,3279213.47,32.53,0.0045,0.0051,0.0104
755520.25,3279217.40,32.55,0.0048,0.0046,0.0104
755521.19,3279218.22,32.56,0.0050,0.0052,0.0109
755515.86,3279212.96,32.47,0.0046,0.0053,0.0107
755518.57,3279215.48,32.53,0.0045,0.0050,0.0119
755519.53,3279216.44,32.50,0.0045,0.0046,0.0101
755516.67,3279213.54,32.46,0.0045,0.0051,0.0105
755521.83,3279218.18,32.49,0.0054,0.0057,0.0115
755518.39,3279214.57,32.55,0.0046,0.0051,0.0120
755519.66,3279215.88,32.48,0.0046,0.0053,0.0121
755517.97,3279213.86,32.49,0.0045,0.0050,0.0108
755521.94,3279217.68,32.49,0.0063,0.0062,0.0130
755515.26,3279210.96,32.46,0.0066,0.0071,0.0146
755517.57,3279213.28,32.47,0.0047,0.0052,0.0117
755519.05,3279214.72,32.54,0.0048,0.0061,0.0160
755518.20,3279213.83,32.54,0.0052,0.0054,0.0167
755521.49,3279216.95,32.53,0.0051,0.0048,0.0107
755520.35,3279215.79,32.48,0.0048,0.0048,0.0109
755521.55,3279216.90,32.55,0.0051,0.0048,0.0107
755521.79,3279217.12,32.52,0.0054,0.0056,0.0121
755519.58,3279214.85,32.55,0.0047,0.0057,0.0152
755521.93,3279217.20,32.54,0.0054,0.0054,0.0115
755515.55,3279210.64,32.53,0.0056,0.0064,0.0126
755517.85,3279212.80,32.53,0.0048,0.0053,0.0124
755520.42,3279215.04,32.46,0.0048,0.0049,0.0116
755514.69,3279208.59,32.44,0.0105,0.0099,0.0191
755515.70,3279209.64,32.50,0.0083,0.0088,0.0188
755519.61,3279213.51,32.51,0.0048,0.0053,0.0149
755520.21,3279214.14,32.48,0.0049,0.0069,0.0214
755521.80,3279215.73,32.44,0.0057,0.0052,0.0129
755522.24,3279216.16,32.52,0.0066,0.0078,0.0172
755522.89,3279216.75,32.52,0.0073,0.0079,0.0163
755520.99,3279214.75,32.47,0.0052,0.0061,0.0162
755518.09,3279211.60,32.45,0.0050,0.0058,0.0134
755520.45,3279213.99,32.53,0.0050,0.0054,0.0157
755521.09,3279214.66,32.45,0.0062,0.0061,0.0204
755519.60,3279212.99,32.51,0.0049,0.0053,0.0152
755519.11,3279212.39,32.49,0.0049,0.0054,0.0156
755518.13,3279211.06,32.51,0.0049,0.0060,0.0122
755516.86,3279209.60,32.50,0.0063,0.0074,0.0157
755516.37,3279208.96,32.49,0.0077,0.0088,0.0178
755515.45,3279207.68,32.40,0.0121,0.0170,0.0270
755521.88,3279214.17,32.50,0.0064,0.0057,0.0173
755523.63,3279215.98,32.46,0.0100,0.0097,0.0216
755522.56,3279214.75,32.41,0.0074,0.0061,0.0177
755522.15,3279214.26,32.46,0.0064,0.0060,0.0173
755521.55,3279213.42,32.42,0.0054,0.0052,0.0122
755520.05,3279211.64,32.46,0.0052,0.0059,0.0198
755519.28,3279210.75,32.40,0.0052,0.0064,0.0164
755517.81,3279208.95,32.48,0.0060,0.0088,0.0176
755521.06,3279212.23,32.68,0.0058,0.0073,0.0142
755517.79,3279208.61,32.37,0.0059,0.0085,0.0165
755523.96,3279214.73,32.41,0.0082,0.0059,0.0159
755516.94,3279207.34,32.34,0.0076,0.0143,0.0224
755523.69,3279214.19,32.37,0.0081,0.0058,0.0169
755524.36,3279214.78,32.47,0.0194,0.0105,0.0349
755521.47,3279211.54,32.43,0.0063,0.0061,0.0189
755522.57,3279212.72,32.35,0.0069,0.0055,0.0170
755520.80,3279210.71,32.43,0.0062,0.0077,0.0217
755520.20,3279209.84,32.34,0.0065,0.0128,0.0321
755519.53,3279208.87,32.42,0.0054,0.0086,0.0175
755517.68,3279206.71,32.40,0.0065,0.0127,0.0192
755517.56,3279206.26,32.42,0.0065,0.0124,0.0182
755518.90,3279207.65,32.42,0.0061,0.0121,0.0220
755517.98,3279206.45,32.32,0.0063,0.0121,0.0185
755517.66,3279211.17,32.34,0.0066,0.0076,0.0207
755519.75,3279211.83,32.30,0.0054,0.0083,0.0188
755522.95,3279213.45,32.68,0.0064,0.0070,0.0160
755522.22,3279212.11,32.71,0.0056,0.0060,0.0132
755522.96,3279211.88,32.66,0.0058,0.0058,0.0131
755522.35,3279209.42,32.64,0.0059,0.0059,0.0132
755512.59,3279210.69,32.46,0.0063,0.0071,0.0125
755513.40,3279211.38,32.47,0.0056,0.0064,0.0120
755513.28,3279211.33,32.47,0.0070,0.0079,0.0145
755513.97,3279212.10,32.48,0.0059,0.0065,0.0130
755520.51,3279217.80,32.52,0.0048,0.0047,0.0105
755512.23,3279210.54,32.46,0.0059,0.0066,0.0118
755516.27,3279214.61,32.53,0.0045,0.0049,0.0116
755517.23,3279214.12,32.47,0.0045,0.0050,0.0112
755521.14,3279218.47,32.52,0.0055,0.0055,0.0120
755515.85,3279216.00,32.49,0.0062,0.0056,0.0180
755514.01,3279213.82,32.51,0.0097,0.0053,0.0189
755517.09,3279217.31,32.54,0.0047,0.0065,0.0153
755517.90,3279218.14,32.54,0.0043,0.0071,0.0150
755518.42,3279218.80,32.51,0.0042,0.0078,0.0151
755519.16,3279219.58,32.50,0.0044,0.0090,0.0154
755515.78,3279215.56,32.53,0.0060,0.0053,0.0156
755515.58,3279215.26,32.51,0.0069,0.0053,0.0188
755513.98,3279213.28,32.56,0.0083,0.0055,0.0164
755516.94,3279216.51,32.55,0.0050,0.0061,0.0164
755519.41,3279219.03,32.52,0.0044,0.0056,0.0114
755513.06,3279211.62,32.52,0.0097,0.0079,0.0174
755514.79,3279213.17,32.53,0.0048,0.0054,0.0110
755516.72,3279215.39,32.55,0.0044,0.0047,0.0116
755518.87,3279217.80,32.52,0.0044,0.0054,0.0120
755515.42,3279213.51,32.48,0.0046,0.0052,0.0108
755520.67,3279218.68,32.55,0.0052,0.0058,0.0121
755518.84,3279216.19,32.55,0.0045,0.0048,0.0116
755519.94,3279215.81,32.47,0.0049,0.0049,0.0122
755514.82,3279209.67,32.54,0.0087,0.0099,0.0189
755518.90,3279213.93,32.52,0.0047,0.0051,0.0120
755519.49,3279213.98,32.53,0.0053,0.0052,0.0184
755518.91,3279213.11,32.51,0.0048,0.0054,0.0162
755516.34,3279209.74,32.50,0.0070,0.0103,0.0204
755515.28,3279208.27,32.50,0.0071,0.0108,0.0169
755522.20,3279215.79,32.43,0.0083,0.0055,0.0176
755521.44,3279214.78,32.44,0.0070,0.0053,0.0179
755522.94,3279216.61,32.49,0.0091,0.0063,0.0172
755520.62,3279213.60,32.47,0.0058,0.0052,0.0157
755519.02,3279211.38,32.46,0.0051,0.0072,0.0175
755519.32,3279211.74,32.49,0.0053,0.0070,0.0175
755518.42,3279210.47,32.45,0.0064,0.0305,0.0615
755517.17,3279208.75,32.47,0.0056,0.0104,0.0175
755516.99,3279208.19,32.42,0.0060,0.0154,0.0226
755511.88,3279214.20,32.42,0.0093,0.0055,0.0163
755516.33,3279219.74,32.51,0.0044,0.0083,0.0164
755517.39,3279221.11,32.45,0.0040,0.0093,0.0155
755517.76,3279221.57,32.49,0.0045,0.0154,0.0222
755510.80,3279212.65,32.49,0.0109,0.0069,0.0164
755513.41,3279216.04,32.45,0.0077,0.0048,0.0178
755513.61,3279216.26,32.47,0.0083,0.0050,0.0201
755511.39,3279213.41,32.41,0.0115,0.0067,0.0188
755516.89,3279220.29,32.54,0.0040,0.0081,0.0150
755513.09,3279215.46,32.44,0.0093,0.0050,0.0205
755514.64,3279217.33,32.53,0.0063,0.0057,0.0168
755515.29,3279218.18,32.52,0.0054,0.0066,0.0177
755510.65,3279211.91,32.49,0.0083,0.0069,0.0134
755511.49,3279213.05,32.44,0.0099,0.0065,0.0164
755514.14,3279216.25,32.51,0.0063,0.0048,0.0152
755513.01,3279214.68,32.49,0.0133,0.0052,0.0246
755516.07,3279218.53,32.55,0.0047,0.0071,0.0167
755515.28,3279217.54,32.48,0.0052,0.0056,0.0164
755518.16,3279221.20,32.48,0.0043,0.0099,0.0161
755517.71,3279220.59,32.48,0.0042,0.0099,0.0170
755516.84,3279219.42,32.51,0.0042,0.0078,0.0162
755518.80,3279221.01,32.49,0.0049,0.0120,0.0186
755514.42,3279214.61,32.53,0.0062,0.0050,0.0156
755515.19,3279215.62,32.48,0.0063,0.0049,0.0194
755515.96,3279216.60,32.52,0.0046,0.0049,0.0152
755518.50,3279219.78,32.52,0.0049,0.0082,0.0168
755519.15,3279220.63,32.49,0.0054,0.0135,0.0214
755517.77,3279218.62,32.56,0.0042,0.0060,0.0141
755520.15,3279219.90,32.51,0.0059,0.0076,0.0148
755516.24,3279214.56,32.51,0.0044,0.0050,0.0113
755517.25,3279214.87,32.50,0.0062,0.0070,0.0241
755518.46,3279216.23,32.55,0.0047,0.0047,0.0122
755518.13,3279215.28,32.50,0.0049,0.0049,0.0174
755521.08,3279218.59,32.55,0.0056,0.0049,0.0112
755516.84,3279211.65,32.52,0.0065,0.0165,0.0374
755517.05,3279211.92,32.52,0.0048,0.0073,0.0156
755514.59,3279208.46,32.44,0.0080,0.0219,0.0268
755515.45,3279209.64,32.50,0.0058,0.0108,0.0171
755518.19,3279213.39,32.51,0.0119,0.0187,0.0658
755516.57,3279222.28,32.49,0.0053,0.0070,0.0138
755515.50,3279221.68,32.52,0.0043,0.0044,0.0098
755515.28,3279221.38,32.50,0.0039,0.0042,0.0092
755515.22,3279221.19,32.49,0.0055,0.0071,0.0168
755510.97,3279216.33,32.54,0.0088,0.0049,0.0162
755508.79,3279213.74,32.45,0.0229,0.0094,0.0274
755513.46,3279219.31,32.50,0.0038,0.0041,0.0086
755509.43,3279214.37,32.53,0.0107,0.0063,0.0158
755511.69,3279217.09,32.57,0.0043,0.0046,0.0096
755512.83,3279218.50,32.50,0.0039,0.0042,0.0086
755513.98,3279219.88,32.50,0.0038,0.0041,0.0086
755509.36,3279214.09,32.49,0.0136,0.0083,0.0204
755511.03,3279216.02,32.50,0.0174,0.0076,0.0362
755512.50,3279217.75,32.54,0.0048,0.0045,0.0120
755511.78,3279216.78,32.55,0.0074,0.0047,0.0152
755512.65,3279217.76,32.52,0.0068,0.0048,0.0166
755513.50,3279218.40,32.49,0.0102,0.0083,0.0290
755516.09,3279221.35,32.56,0.0061,0.0104,0.0226
755516.77,3279222.17,32.55,0.0041,0.0083,0.0143
755516.45,3279221.62,32.54,0.0040,0.0047,0.0101
755514.44,3279219.10,32.51,0.0040,0.0044,0.0104
755510.72,3279213.91,32.54,0.0070,0.0078,0.0143
