DJI_0001.JPG
FC6310_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
-0.159877, 0.107562, 0.0521605, 0.0393359, 0.0632845, -0.0846765, 0.0407266, -0.0697329, -0.506839, 0.593176, -0.122338, 1, 0.0494766, 0.105686
-0.466864, 0.354798, 0.148812, -0.0809502, 0.142215, -0.212992, 0.0175075, 0.0438087, -0.565844, -0.407371, -0.445317, 0.0494766, 1, -0.0185024
-0.0434334, 0.0367575, -0.0497504, 0.00457343, 0.0146481, -0.0221747, -0.075158, 0.00508997, 0.0155512, 0.206242, -0.0349271, 0.105686, -0.0185024, 1
DJI_0467.JPG
FC6310_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.73051, -0.304209, 0.205054, -0.323996, 0.472636, -0.0234324, 0.035903, 0.27621, -0.059844, 0.981542, -0.210011, -0.418668, -0.0556761
-0.73051, 1, 0.264778, -0.143831, 0.243727, -0.354886, 0.0280359, 0.0792738, -0.0190132, 0.15657, -0.714702, 0.143989, 0.319535, 0.0504924
-0.304209, 0.264778, 1, -0.0824368, 0.101751, -0.146061, 0.134816, -0.0272581, 0.0945317, -0.217563, -0.306196, 0.0666717, 0.135869, -0.0461091
0.205054, -0.143831, -0.0824368, 1, -0.927418, 0.846166, -0.0259827, -0.0333341, 0.0124925, 0.0358311, 0.2244, 0.0362718, -0.0724063, 0.0014649
-0.323996, 0.243727, 0.101751, -0.927418, 1, -0.972333, 0.0141479, -0.00700086, -0.08737, 0.0293691, -0.317401, 0.0790745, 0.12593, 0.019928
0.472636, -0.354886, -0.146061, 0.846166, -0.972333, 1, -0.0164753, 0.0164986, 0.127469, -0.0384237, 0.460567, -0.10949, -0.189248, -0.0295024
-0.0234324, 0.0280359, 0.134816, -0.0259827, 0.0141479, -0.0164753, 1, -0.00442382, -0.00338426, -0.017839, -0.02557, 0.0459173, 0.016831, -0.0828892
0.035903, 0.0792738, -0.0272581, -0.0333341, -0.00700086, 0.0164986, -0.00442382, 1, 0.0470627, -0.0269946, 0.0235393, -0.0741685, 0.0474401, 0.0121235
0.27621, -0.0190132, 0.0945317, 0.0124925, -0.08737, 0.127469, -0.00338426, 0.0470627, 1, -0.0980034, 0.243897, -0.531842, -0.547961, 0.0528549
-0.059844, 0.15657, -0.217563, 0.0358311, 0.0293691, -0.0384237, -0.017839, -0.0269946, -0.0980034, 1, -0.0385535, 0.610627, -0.360336, 0.20269
0.981542, -0.714702, -0.306196, 0.2244, -0.317401, 0.460567, -0.02557, 0.0235393, 0.243897, -0.0385535, 1, -0.170034, -0.395871, -0.0489055
-0.210011, 0.143989, 0.0666717, 0.0362718, 0.0790745, -0.10949, 0.0459173, -0.0741685, -0.531842, 0.610627, -0.170034, 1, 0.0677217, 0.0839414
-0.418668, 0.319535, 0.135869, -0.0724063, 0.12593, -0.189248, 0.016831, 0.0474401, -0.547961, -0.360336, -0.395871, 0.0677217, 1, -0.0180199
-0.0556761, 0.0504924, -0.0461091, 0.0014649, 0.019928, -0.0295024, -0.0828892, 0.0121235, 0.0528549, 0.20269, -0.0489055, 0.0839414, -0.0180199, 1
DJI_0468.JPG
FC6310_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.73051, -0.304209, 0.205054, -0.323996, 0.472636, -0.0234324, 0.035903, 0.298695, -0.0676334, 0.981717, -0.226227, -0.437071, -0.0578174
-0.73051, 1, 0.264778, -0.143831, 0.243727, -0.354886, 0.0280359, 0.0792738, -0.038486, 0.159734, -0.714592, 0.156206, 0.333661, 0.050675
-0.304209, 0.264778, 1, -0.0824368, 0.101751, -0.146061, 0.134816, -0.0272581, 0.0823053, -0.216923, -0.306428, 0.06948, 0.141175, -0.0460095
0.205054, -0.143831, -0.0824368, 1, -0.927418, 0.846166, -0.0259827, -0.0333341, 0.0112309, 0.0412269, 0.222421, 0.0461262, -0.0748809, 0.0039894
-0.323996, 0.243727, 0.101751, -0.927418, 1, -0.972333, 0.0141479, -0.00700086, -0.0921255, 0.0282925, -0.317618, 0.0798952, 0.132251, 0.0193743
0.472636, -0.354886, -0.146061, 0.846166, -0.972333, 1, -0.0164753, 0.0164986, 0.135106, -0.0381915, 0.46074, -0.111864, -0.198095, -0.0293136
-0.0234324, 0.0280359, 0.134816, -0.0259827, 0.0141479, -0.0164753, 1, -0.00442382, -0.00670712, -0.0234632, -0.0253904, 0.0426391, 0.0194298, -0.0819619
0.035903, 0.0792738, -0.0272581, -0.0333341, -0.00700086, 0.0164986, -0.00442382, 1, 0.05017, -0.0275841, 0.0252033, -0.0800264, 0.0454077, -1.25338e-05
0.298695, -0.038486, 0.0823053, 0.0112309, -0.0921255, 0.135106, -0.00670712, 0.05017, 1, -0.103242, 0.271484, -0.52131, -0.543468, 0.0838609
-0.0676334, 0.159734, -0.216923, 0.0412269, 0.0282925, -0.0381915, -0.0234632, -0.0275841, -0.103242, 1, -0.0549504, 0.60892, -0.340262, 0.227069
0.981717, -0.714592, -0.306428, 0.222421, -0.317618, 0.46074, -0.0253904, 0.0252033, 0.271484, -0.0549504, 1, -0.19942, -0.411452, -0.0546179
-0.226227, 0.156206, 0.06948, 0.0461262, 0.0798952, -0.111864, 0.0426391, -0.0800264, -0.52131, 0.60892, -0.19942, 1, 0.0672002, 0.0942922
-0.437071, 0.333661, 0.141175, -0.0748809, 0.132251, -0.198095, 0.0194298, 0.0454077, -0.543468, -0.340262, -0.411452, 0.0672002, 1, -0.0228816
-0.0578174, 0.050675, -0.0460095, 0.0039894, 0.0193743, -0.0293136, -0.0819619, -1.25338e-05, 0.0838609, 0.227069, -0.0546179, 0.0942922, -0.0228816, 1
DJI_0469.JPG
FC6310_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.73051, -0.304209, 0.205054, -0.323996, 0.472636, -0.0234324, 0.035903, 0.314015, 0.0238989, 0.981722, -0.177925, -0.470031, -0.045838
-0.73051, 1, 0.264778, -0.143831, 0.243727, -0.354886, 0.0280359, 0.0792738, -0.0614782, 0.0851544, -0.714691, 0.121117, 0.357196, 0.0401325
-0.304209, 0.264778, 1, -0.0824368, 0.101751, -0.146061, 0.134816, -0.0272581, 0.0631956, -0.23642, -0.306226, 0.0531211, 0.150557, -0.0500837
0.205054, -0.143831, -0.0824368, 1, -0.927418, 0.846166, -0.0259827, -0.0333341, 0.0165216, 0.0613018, 0.219893, 0.0546891, -0.0837153, 0.00872188
-0.323996, 0.243727, 0.101751, -0.927418, 1, -0.972333, 0.0141479, -0.00700086, -0.10056, -0.00113272, -0.317715, 0.067047, 0.14629, 0.0153123
0.472636, -0.354886, -0.146061, 0.846166, -0.972333, 1, -0.0164753, 0.0164986, 0.145316, 0.00482587, 0.460757, -0.0915309, -0.216443, -0.023294
-0.0234324, 0.0280359, 0.134816, -0.0259827, 0.0141479, -0.0164753, 1, -0.00442382, -0.00844938, -0.0296188, -0.0250685, 0.0347114, 0.0194849, -0.0729396
0.035903, 0.0792738, -0.0272581, -0.0333341, -0.00700086, 0.0164986, -0.00442382, 1, 0.0540387, -0.0223558, 0.0270671, -0.0775584, 0.0334627, -0.00367227
0.314015, -0.0614782, 0.0631956, 0.0165216, -0.10056, 0.145316, -0.00844938, 0.0540387, 1, -0.101641, 0.292168, -0.537777, -0.561413, 0.0242702
0.0238989, 0.0851544, -0.23642, 0.0613018, -0.00113272, 0.00482587, -0.0296188, -0.0223558, -0.101641, 1, 0.027248, 0.61592, -0.36363, 0.255703
0.981722, -0.714691, -0.306226, 0.219893, -0.317715, 0.460757, -0.0250685, 0.0270671, 0.292168, 0.027248, 1, -0.164833, -0.443477, -0.0448922
-0.177925, 0.121117, 0.0531211, 0.0546891, 0.067047, -0.0915309, 0.0347114, -0.0775584, -0.537777, 0.61592, -0.164833, 1, 0.068525, 0.164413
-0.470031, 0.357196, 0.150557, -0.0837153, 0.14629, -0.216443, 0.0194849, 0.0334627, -0.561413, -0.36363, -0.443477, 0.068525, 1, 0.0137644
-0.045838, 0.0401325, -0.0500837, 0.00872188, 0.0153123, -0.023294, -0.0729396, -0.00367227, 0.0242702, 0.255703, -0.0448922, 0.164413, 0.0137644, 1
DJI_0470.JPG
FC6310_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.73051, -0.304209, 0.205054, -0.323996, 0.472636, -0.0234324, 0.035903, 0.299037, -0.00187727, 0.981681, -0.18174, -0.441954, -0.0531972
-0.73051, 1, 0.264778, -0.143831, 0.243727, -0.354886, 0.0280359, 0.0792738, -0.0584702, 0.105089, -0.714171, 0.121039, 0.33587, 0.0429555
-0.304209, 0.264778, 1, -0.0824368, 0.101751, -0.146061, 0.134816, -0.0272581, 0.0730252, -0.216188, -0.306224, 0.0502024, 0.138981, -0.0537045
0.205054, -0.143831, -0.0824368, 1, -0.927418, 0.846166, -0.0259827, -0.0333341, 0.0142749, 0.0563757, 0.217003, 0.0506839, -0.0838983, 0.00792063
-0.323996, 0.243727, 0.101751, -0.927418, 1, -0.972333, 0.0141479, -0.00700086, -0.0996969, 0.00998565, -0.317767, 0.0737126, 0.138064, 0.0173754
0.472636, -0.354886, -0.146061, 0.846166, -0.972333, 1, -0.0164753, 0.0164986, 0.142049, -0.0103049, 0.460773, -0.0986807, -0.203838, -0.0266638
-0.0234324, 0.0280359, 0.134816, -0.0259827, 0.0141479, -0.0164753, 1, -0.00442382, -0.00996549, -0.0315601, -0.0246212, 0.0295106, 0.0195328, -0.0766804
0.035903, 0.0792738, -0.0272581, -0.0333341, -0.00700086, 0.0164986, -0.00442382, 1, 0.0510592, -0.0258268, 0.0293308, -0.0770882, 0.0411791, 0.00165239
0.299037, -0.0584702, 0.0730252, 0.0142749, -0.0996969, 0.142049, -0.00996549, 0.0510592, 1, -0.118516, 0.27757, -0.564449, -0.52494, 0.0616024
-0.00187727, 0.105089, -0.216188, 0.0563757, 0.00998565, -0.0103049, -0.0315601, -0.0258268, -0.118516, 1, -0.00259476, 0.613484, -0.393421, 0.148394
0.981681, -0.714171, -0.306224, 0.217003, -0.317767, 0.460773, -0.0246212, 0.0293308, 0.27757, -0.00259476, 1, -0.173958, -0.411708, -0.0502186
-0.18174, 0.121039, 0.0502024, 0.0506839, 0.0737126, -0.0986807, 0.0295106, -0.0770882, -0.564449, 0.613484, -0.173958, 1, 0.0402516, 0.0703311
-0.441954, 0.33587, 0.138981, -0.0838983, 0.138064, -0.203838, 0.0195328, 0.0411791, -0.52494, -0.393421, -0.411708, 0.0402516, 1, 0.0858943
-0.0531972, 0.0429555, -0.0537045, 0.00792063, 0.0173754, -0.0266638, -0.0766804, 0.00165239, 0.0616024, 0.148394, -0.0502186, 0.0703311, 0.0858943, 1
DJI_0471.JPG
FC6310_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.73051, -0.304209, 0.205054, -0.323996, 0.472636, -0.0234324, 0.035903, 0.282664, 0.0546443, 0.982, -0.145336, -0.474966, -0.045617
-0.73051, 1, 0.264778, -0.143831, 0.243727, -0.354886, 0.0280359, 0.0792738, -0.0504163, 0.0594448, -0.71411, 0.0881472, 0.362926, 0.0232959
-0.304209, 0.264778, 1, -0.0824368, 0.101751, -0.146061, 0.134816, -0.0272581, 0.0762992, -0.239332, -0.304676, 0.0325967, 0.153651, -0.0652539
0.205054, -0.143831, -0.0824368, 1, -0.927418, 0.846166, -0.0259827, -0.0333341, 0.00463867, 0.0747134, 0.213872, 0.06528, -0.0890265, 0.0116629
-0.323996, 0.243727, 0.101751, -0.927418, 1, -0.972333, 0.0141479, -0.00700086, -0.0911941, -0.0105083, -0.318306, 0.057584, 0.146979, 0.015069
0.472636, -0.354886, -0.146061, 0.846166, -0.972333, 1, -0.0164753, 0.0164986, 0.131275, 0.0184794, 0.461361, -0.0773014, -0.217789, -0.0230939
-0.0234324, 0.0280359, 0.134816, -0.0259827, 0.0141479, -0.0164753, 1, -0.00442382, -0.0135279, -0.0323781, -0.0240512, 0.0301565, 0.0197016, -0.095845
0.035903, 0.0792738, -0.0272581, -0.0333341, -0.00700086, 0.0164986, -0.00442382, 1, 0.0537246, -0.0278767, 0.0318228, -0.0806131, 0.0412939, 0.00751553
0.282664, -0.0504163, 0.0762992, 0.00463867, -0.0911941, 0.131275, -0.0135279, 0.0537246, 1, -0.160501, 0.2635, -0.609829, -0.520549, 0.111219
0.0546443, 0.0594448, -0.239332, 0.0747134, -0.0105083, 0.0184794, -0.0323781, -0.0278767, -0.160501, 1, 0.0444955, 0.607615, -0.355312, 0.14792
0.982, -0.71411, -0.304676, 0.213872, -0.318306, 0.461361, -0.0240512, 0.0318228, 0.2635, 0.0444955, 1, -0.147762, -0.436107, -0.044574
-0.145336, 0.0881472, 0.0325967, 0.06528, 0.057584, -0.0773014, 0.0301565, -0.0806131, -0.609829, 0.607615, -0.147762, 1, 0.10267, 0.0444509
-0.474966, 0.362926, 0.153651, -0.0890265, 0.146979, -0.217789, 0.0197016, 0.0412939, -0.520549, -0.355312, -0.436107, 0.10267, 1, 0.0803127
-0.045617, 0.0232959, -0.0652539, 0.0116629, 0.015069, -0.0230939, -0.095845, 0.00751553, 0.111219, 0.14792, -0.044574, 0.0444509, 0.0803127, 1
DJI_0472.JPG
FC6310_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.73051, -0.304209, 0.205054, -0.323996, 0.472636, -0.0234324, 0.035903, 0.191782, 0.17986, 0.980997, -0.0662724, -0.474238, -0.0210409
-0.73051, 1, 0.264778, -0.143831, 0.243727, -0.354886, 0.0280359, 0.0792738, -0.00922788, -0.0184321, -0.712743, 0.0355642, 0.366121, -0.00271456
-0.304209, 0.264778, 1, -0.0824368, 0.101751, -0.146061, 0.134816, -0.0272581, 0.107077, -0.239329, -0.302724, 0.0201406, 0.157149, -0.0820318
0.205054, -0.143831, -0.0824368, 1, -0.927418, 0.846166, -0.0259827, -0.0333341, -0.0186765, 0.107662, 0.210053, 0.0874115, -0.10871, 0.0186103
-0.323996, 0.243727, 0.101751, -0.927418, 1, -0.972333, 0.0141479, -0.00700086, -0.0600414, -0.0565373, -0.31796, 0.0255274, 0.14947, 0.00624422
0.472636, -0.354886, -0.146061, 0.846166, -0.972333, 1, -0.0164753, 0.0164986, 0.0871759, 0.0818887, 0.460855, -0.0347815, -0.219664, -0.0106831
-0.0234324, 0.0280359, 0.134816, -0.0259827, 0.0141479, -0.0164753, 1, -0.00442382, -0.0173523, -0.034522, -0.023351, 0.0294198, 0.0234106, -0.101248
0.035903, 0.0792738, -0.0272581, -0.0333341, -0.00700086, 0.0164986, -0.00442382, 1, 0.0500748, -0.0259457, 0.0343427, -0.0793645, 0.0533273, -0.00023329
0.191782, -0.00922788, 0.107077, -0.0186765, -0.0600414, 0.0871759, -0.0173523, 0.0500748, 1, -0.168157, 0.186399, -0.657593, -0.407977, 0.137173
0.17986, -0.0184321, -0.239329, 0.107662, -0.0565373, 0.0818887, -0.034522, -0.0259457, -0.168157, 1, 0.152701, 0.571591, -0.474532, 0.178607
0.980997, -0.712743, -0.302724, 0.210053, -0.31796, 0.460855, -0.023351, 0.0343427, 0.186399, 0.152701, 1, -0.0901408, -0.429486, -0.0239453
-0.0662724, 0.0355642, 0.0201406, 0.0874115, 0.0255274, -0.0347815, 0.0294198, -0.0793645, -0.657593, 0.571591, -0.0901408, 1, 0.0179569, 0.0636062
-0.474238, 0.366121, 0.157149, -0.10871, 0.14947, -0.219664, 0.0234106, 0.0533273, -0.407977, -0.474532, -0.429486, 0.0179569, 1, 0.0421504
-0.0210409, -0.00271456, -0.0820318, 0.0186103, 0.00624422, -0.0106831, -0.101248, -0.00023329, 0.137173, 0.178607, -0.0239453, 0.0636062, 0.0421504, 1
DJI_0473.JPG
FC6310_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.73051, -0.304209, 0.205054, -0.323996, 0.472636, -0.0234324, 0.035903, 0.179879, 0.162617, 0.979521, -0.0789638, -0.448327, -0.0218789
-0.73051, 1, 0.264778, -0.143831, 0.243727, -0.354886, 0.0280359, 0.0792738, -0.0207008, 0.00272917, -0.711341, 0.0435683, 0.346679, -0.00105936
-0.304209, 0.264778, 1, -0.0824368, 0.101751, -0.146061, 0.134816, -0.0272581, 0.100467, -0.207567, -0.303247, 0.0366481, 0.144429, -0.0836148
0.205054, -0.143831, -0.0824368, 1, -0.927418, 0.846166, -0.0259827, -0.0333341, -0.0218255, 0.109923, 0.205905, 0.0841761, -0.118106, 0.0190449
-0.323996, 0.243727, 0.101751, -0.927418, 1, -0.972333, 0.0141479, -0.00700086, -0.0576752, -0.0519622, -0.317606, 0.0301981, 0.142596, 0.00588955
0.472636, -0.354886, -0.146061, 0.846166, -0.972333, 1, -0.0164753, 0.0164986, 0.0837302, 0.0741157, 0.460236, -0.0421363, -0.209028, -0.0108554
-0.0234324, 0.0280359, 0.134816, -0.0259827, 0.0141479, -0.0164753, 1, -0.00442382, -0.0163053, -0.0357038, -0.0230158, 0.025507, 0.0195995, -0.0932273
0.035903, 0.0792738, -0.0272581, -0.0333341, -0.00700086, 0.0164986, -0.00442382, 1, 0.0435483, -0.0256415, 0.0369505, -0.0729755, 0.0631808, -0.00976163
0.179879, -0.0207008, 0.100467, -0.0218255, -0.0576752, 0.0837302, -0.0163053, 0.0435483, 1, -0.180432, 0.191776, -0.708153, -0.370737, 0.155574
0.162617, 0.00272917, -0.207567, 0.109923, -0.0519622, 0.0741157, -0.0357038, -0.0256415, -0.180432, 1, 0.122799, 0.529289, -0.497411, 0.236724
0.979521, -0.711341, -0.303247, 0.205905, -0.317606, 0.460236, -0.0230158, 0.0369505, 0.191776, 0.122799, 1, -0.125077, -0.401191, -0.0279844
-0.0789638, 0.0435683, 0.0366481, 0.0841761, 0.0301981, -0.0421363, 0.025507, -0.0729755, -0.708153, 0.529289, -0.125077, 1, 0.0298045, 0.0690476
-0.448327, 0.346679, 0.144429, -0.118106, 0.142596, -0.209028, 0.0195995, 0.0631808, -0.370737, -0.497411, -0.401191, 0.0298045, 1, -0.000138467
-0.0218789, -0.00105936, -0.0836148, 0.0190449, 0.00588955, -0.0108554, -0.0932273, -0.00976163, 0.155574, 0.236724, -0.0279844, 0.0690476, -0.000138467, 1
DJI_0474.JPG
FC6310_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.73051, -0.304209, 0.205054, -0.323996, 0.472636, -0.0234324, 0.035903, 0.130638, 0.127234, 0.976373, -0.0534657, -0.37694, -0.0261651
-0.73051, 1, 0.264778, -0.143831, 0.243727, -0.354886, 0.0280359, 0.0792738, -0.00559346, 0.0180205, -0.707855, 0.0310029, 0.290226, 0.0103625
-0.304209, 0.264778, 1, -0.0824368, 0.101751, -0.146061, 0.134816, -0.0272581, 0.109105, -0.185382, -0.301666, 0.00881701, 0.136219, -0.0666153
0.205054, -0.143831, -0.0824368, 1, -0.927418, 0.846166, -0.0259827, -0.0333341, -0.0340875, 0.098509, 0.200823, 0.0792297, -0.108201, 0.0104624
-0.323996, 0.243727, 0.101751, -0.927418, 1, -0.972333, 0.0141479, -0.00700086, -0.0367791, -0.0433736, -0.31672, 0.0160331, 0.118944, 0.0115358
0.472636, -0.354886, -0.146061, 0.846166, -0.972333, 1, -0.0164753, 0.0164986, 0.0560344, 0.0598688, 0.458879, -0.0246944, -0.174299, -0.0164189
-0.0234324, 0.0280359, 0.134816, -0.0259827, 0.0141479, -0.0164753, 1, -0.00442382, -0.0171636, -0.0334699, -0.0222594, 0.0190938, 0.0190613, -0.0815213
0.035903, 0.0792738, -0.0272581, -0.0333341, -0.00700086, 0.0164986, -0.00442382, 1, 0.0435651, -0.0243893, 0.0400724, -0.0652359, 0.0585131, -0.00596626
0.130638, -0.00559346, 0.109105, -0.0340875, -0.0367791, 0.0560344, -0.0171636, 0.0435651, 1, -0.293798, 0.161763, -0.753436, -0.226127, 0.20255
0.127234, 0.0180205, -0.185382, 0.098509, -0.0433736, 0.0598688, -0.0334699, -0.0243893, -0.293798, 1, 0.0738405, 0.628753, -0.583463, 0.246731
0.976373, -0.707855, -0.301666, 0.200823, -0.31672, 0.458879, -0.0222594, 0.0400724, 0.161763, 0.0738405, 1, -0.119981, -0.322735, -0.0377967
-0.0534657, 0.0310029, 0.00881701, 0.0792297, 0.0160331, -0.0246944, 0.0190938, -0.0652359, -0.753436, 0.628753, -0.119981, 1, -0.141111, 0.036314
-0.37694, 0.290226, 0.136219, -0.108201, 0.118944, -0.174299, 0.0190613, 0.0585131, -0.226127, -0.583463, -0.322735, -0.141111, 1, -0.0812411
-0.0261651, 0.0103625, -0.0666153, 0.0104624, 0.0115358, -0.0164189, -0.0815213, -0.00596626, 0.20255, 0.246731, -0.0377967, 0.036314, -0.0812411, 1
DJI_0475.JPG
FC6310_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.73051, -0.304209, 0.205054, -0.323996, 0.472636, -0.0234324, 0.035903, 0.603676, 0.444366, 0.976197, -0.0288064, 0.503126, -0.0246751
-0.73051, 1, 0.264778, -0.143831, 0.243727, -0.354886, 0.0280359, 0.0792738, -0.548728, -0.409272, -0.701463, 0.025397, -0.357927, 0.0103996
-0.304209, 0.264778, 1, -0.0824368, 0.101751, -0.146061, 0.134816, -0.0272581, -0.294582, -0.0334837, -0.29897, 0.0472301, -0.157922, 0.00491587
0.205054, -0.143831, -0.0824368, 1, -0.927418, 0.846166, -0.0259827, -0.0333341, 0.0725013, 0.141837, 0.200532, -0.0976241, 0.0730541, 0.0194273
-0.323996, 0.243727, 0.101751, -0.927418, 1, -0.972333, 0.0141479, -0.00700086, -0.198386, -0.149471, -0.316829, 0.00842044, -0.167686, 0.00967009
0.472636, -0.354886, -0.146061, 0.846166, -0.972333, 1, -0.0164753, 0.0164986, 0.288731, 0.216013, 0.458863, -0.0130562, 0.243425, -0.0143527
-0.0234324, 0.0280359, 0.134816, -0.0259827, 0.0141479, -0.0164753, 1, -0.00442382, -0.0271614, -0.0436348, -0.0219678, 0.0464817, -0.0102139, -0.0874812
0.035903, 0.0792738, -0.0272581, -0.0333341, -0.00700086, 0.0164986, -0.00442382, 1, 0.04721, -0.00740584, 0.0403285, 0.0474351, 0.0933047, -0.00322058
0.603676, -0.548728, -0.294582, 0.0725013, -0.198386, 0.288731, -0.0271614, 0.04721, 1, 0.081193, 0.618067, 0.487934, 0.692347, 0.159385
0.444366, -0.409272, -0.0334837, 0.141837, -0.149471, 0.216013, -0.0436348, -0.00740584, 0.081193, 1, 0.387677, -0.654471, 0.429527, 0.296577
0.976197, -0.701463, -0.29897, 0.200532, -0.316829, 0.458863, -0.0219678, 0.0403285, 0.618067, 0.387677, 1, 0.0462068, 0.494669, -0.0385406
-0.0288064, 0.025397, 0.0472301, -0.0976241, 0.00842044, -0.0130562, 0.0464817, 0.0474351, 0.487934, -0.654471, 0.0462068, 1, 0.104484, -0.0917788
0.503126, -0.357927, -0.157922, 0.0730541, -0.167686, 0.243425, -0.0102139, 0.0933047, 0.692347, 0.429527, 0.494669, 0.104484, 1, 0.133467
-0.0246751, 0.0103996, 0.00491587, 0.0194273, 0.00967009, -0.0143527, -0.0874812, -0.00322058, 0.159385, 0.296577, -0.0385406, -0.0917788, 0.133467, 1
DJI_0476.JPG
FC6310_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.73051, -0.304209, 0.205054, -0.323996, 0.472636, -0.0234324, 0.035903, 0.500916, 0.183473, 0.979014, 0.0486547, 0.268689, -0.0516406
-0.73051, 1, 0.264778, -0.143831, 0.243727, -0.354886, 0.0280359, 0.0792738, -0.50768, -0.249323, -0.70664, -0.0256675, -0.192964, 0.0328028
-0.304209, 0.264778, 1, -0.0824368, 0.101751, -0.146061, 0.134816, -0.0272581, -0.290401, 0.0917229, -0.301363, 0.0303369, -0.0865488, -0.0116413
0.205054, -0.143831, -0.0824368, 1, -0.927418, 0.846166, -0.0259827, -0.0333341, 0.0413706, 0.0964585, 0.205098, -0.104966, 0.00746966, -0.00188679
-0.323996, 0.243727, 0.101751, -0.927418, 1, -0.972333, 0.0141479, -0.00700086, -0.165381, -0.0608836, -0.317573, -0.0208706, -0.088019, 0.0197581
0.472636, -0.354886, -0.146061, 0.846166, -0.972333, 1, -0.0164753, 0.0164986, 0.241166, 0.0891327, 0.460053, 0.0278908, 0.130081, -0.0284001
-0.0234324, 0.0280359, 0.134816, -0.0259827, 0.0141479, -0.0164753, 1, -0.00442382, -0.0261515, -0.0479378, -0.0229209, 0.0636904, -0.00625394, -0.0898913
0.035903, 0.0792738, -0.0272581, -0.0333341, -0.00700086, 0.0164986, -0.00442382, 1, 0.0538436, -0.0295813, 0.0378104, 0.0741276, 0.117206, 0.00129881
0.500916, -0.50768, -0.290401, 0.0413706, -0.165381, 0.241166, -0.0261515, 0.0538436, 1, -0.0435095, 0.511476, 0.499485, 0.615119, 0.198615
0.183473, -0.249323, 0.0917229, 0.0964585, -0.0608836, 0.0891327, -0.0479378, -0.0295813, -0.0435095, 1, 0.138887, -0.604191, 0.244443, 0.252996
0.979014, -0.70664, -0.301363, 0.205098, -0.317573, 0.460053, -0.0229209, 0.0378104, 0.511476, 0.138887, 1, 0.11344, 0.265783, -0.0543932
0.0486547, -0.0256675, 0.0303369, -0.104966, -0.0208706, 0.0278908, 0.0636904, 0.0741276, 0.499485, -0.604191, 0.11344, 1, 0.21455, -0.0134598
0.268689, -0.192964, -0.0865488, 0.00746966, -0.088019, 0.130081, -0.00625394, 0.117206, 0.615119, 0.244443, 0.265783, 0.21455, 1, 0.0331479
-0.0516406, 0.0328028, -0.0116413, -0.00188679, 0.0197581, -0.0284001, -0.0898913, 0.00129881, 0.198615, 0.252996, -0.0543932, -0.0134598, 0.0331479, 1
DJI_0477.JPG
