DJI_0001.JPG
FC6310_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
0.205054, -0.143831, -0.0824368, 1, -0.927418, 0.846166, -0.0259827, -0.0333341, 0.0380705, 0.0642384, 0.23692, -0.00441379, -0.0972036, 0.00351326
-0.323996, 0.243727, 0.101751, -0.927418, 1, -0.972333, 0.0141479, -0.00700086, -0.0761154, -0.0883002, -0.315229, 0.027902, 0.161661, 1.1595e-05
0.472636, -0.354886, -0.146061, 0.846166, -0.972333, 1, -0.0164753, 0.0164986, 0.111426, 0.132862, 0.458251, -0.0392814, -0.239726, -0.00225001
-0.0234324, 0.0280359, 0.134816, -0.0259827, 0.0141479, -0.0164753, 1, -0.00442382, 0.027562, 0.00216506, -0.0280423, 0.0552334, 0.0168161, -0.0453852
0.035903, 0.0792738, -0.0272581, -0.0333341, -0.00700086, 0.0164986, -0.00442382, 1, 0.0173893, 0.0122218, 0.0130976, -0.0133609, 0.0410609, 0.0226973
0.239245, -0.0096133, 0.178237, 0.0380705, -0.0761154, 0.111426, 0.027562, 0.0173893, 1, -0.00781379, 0.210446, -0.623175, -0.470024, -0.059069
0.294614, -0.0568618, -0.261432, 0.0642384, -0.0883002, 0.132862, 0.00216506, 0.0122218, -0.00781379, 1, 0.290723, 0.47271, -0.620739, 0.0151592
0.976512, -0.714409, -0.303357, 0.23692, -0.315229, 0.458251, -0.0280423, 0.0130976, 0.210446, 0.290723, 1, -0.0484408, -0.487059, -0.00786169
-0.0767117, 0.0462006, 0.0352299, -0.00441379, 0.027902, -0.0392814, 0.0552334, -0.0133609, -0.623175, 0.47271, -0.0484408, 1, 0.0218629, 0.0514254
-0.514058, 0.385109, 0.164344, -0.0972036, 0.161661, -0.239726, 0.0168161, 0.0410609, -0.470024, -0.620739, -0.487059, 0.0218629, 1, 0.0717695
-0.0105142, 0.025087, -0.0234263, 0.00351326, 1.1595e-05, -0.00225001, -0.0453852, 0.0226973, -0.059069, 0.0151592, -0.00786169, 0.0514254, 0.0717695, 1
DJI_0457.JPG
FC6310_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.73051, -0.304209, 0.205054, -0.323996, 0.472636, -0.0234324, 0.035903, 0.25251, 0.29932, 0.977168, -0.111218, -0.514511, -0.0262354
-0.73051, 1, 0.264778, -0.143831, 0.243727, -0.354886, 0.0280359, 0.0792738, -0.0271449, -0.0386919, -0.714988, 0.0696824, 0.380357, 0.0276106
-0.304209, 0.264778, 1, -0.0824368, 0.101751, -0.146061, 0.134816, -0.0272581, 0.181509, -0.253069, -0.303917, 0.0501114, 0.16171, -0.0231222
0.205054, -0.143831, -0.0824368, 1, -0.927418, 0.846166, -0.0259827, -0.0333341, 0.0343608, 0.0708812, 0.236355, 0.00119181, -0.0998183, 0.00375761
-0.323996, 0.243727, 0.101751, -0.927418, 1, -0.972333, 0.0141479, -0.00700086, -0.078079, -0.0922753, -0.315339, 0.0340187, 0.16317, 0.00429997
0.472636, -0.354886, -0.146061, 0.846166, -0.972333, 1, -0.0164753, 0.0164986, 0.114882, 0.138172, 0.45845, -0.0494444, -0.241519, -0.00920455
-0.0234324, 0.0280359, 0.134816, -0.0259827, 0.0141479, -0.0164753, 1, -0.00442382, 0.0221693, 0.00726804, -0.0280231, 0.0666625, 0.0143656, -0.0546166
0.035903, 0.0792738, -0.0272581, -0.0333341, -0.00700086, 0.0164986, -0.00442382, 1, 0.0242281, 0.00464779, 0.0136226, -0.0295618, 0.0456256, 0.0296183
0.25251, -0.0271449, 0.181509, 0.0343608, -0.078079, 0.114882, 0.0221693, 0.0242281, 1, 0.0788416, 0.225932, -0.650089, -0.515327, -0.119242
0.29932, -0.0386919, -0.253069, 0.0708812, -0.0922753, 0.138172, 0.00726804, 0.00464779, 0.0788416, 1, 0.295286, 0.327522, -0.62812, 0.058019
0.977168, -0.714988, -0.303917, 0.236355, -0.315339, 0.45845, -0.0280231, 0.0136226, 0.225932, 0.295286, 1, -0.0825376, -0.491677, -0.0236131
-0.111218, 0.0696824, 0.0501114, 0.00119181, 0.0340187, -0.0494444, 0.0666625, -0.0295618, -0.650089, 0.327522, -0.0825376, 1, 0.146909, 0.149392
-0.514511, 0.380357, 0.16171, -0.0998183, 0.16317, -0.241519, 0.0143656, 0.0456256, -0.515327, -0.62812, -0.491677, 0.146909, 1, 0.0969429
-0.0262354, 0.0276106, -0.0231222, 0.00375761, 0.00429997, -0.00920455, -0.0546166, 0.0296183, -0.119242, 0.058019, -0.0236131, 0.149392, 0.0969429, 1
DJI_0458.JPG
FC6310_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.73051, -0.304209, 0.205054, -0.323996, 0.472636, -0.0234324, 0.035903, 0.248709, 0.333265, 0.976948, -0.10939, -0.539384, -0.02603
-0.73051, 1, 0.264778, -0.143831, 0.243727, -0.354886, 0.0280359, 0.0792738, -0.0236214, -0.0572547, -0.714604, 0.0669202, 0.397282, 0.0250189
-0.304209, 0.264778, 1, -0.0824368, 0.101751, -0.146061, 0.134816, -0.0272581, 0.193599, -0.256559, -0.304085, 0.0504327, 0.168462, -0.0284171
0.205054, -0.143831, -0.0824368, 1, -0.927418, 0.846166, -0.0259827, -0.0333341, 0.0290374, 0.0845095, 0.236213, 0.0129939, -0.109337, 0.00417909
-0.323996, 0.243727, 0.101751, -0.927418, 1, -0.972333, 0.0141479, -0.00700086, -0.0771524, -0.104743, -0.315265, 0.0331601, 0.172257, 0.0061547
0.472636, -0.354886, -0.146061, 0.846166, -0.972333, 1, -0.0164753, 0.0164986, 0.112821, 0.156068, 0.458288, -0.0471713, -0.254412, -0.0107088
-0.0234324, 0.0280359, 0.134816, -0.0259827, 0.0141479, -0.0164753, 1, -0.00442382, 0.0227015, 0.00477604, -0.0280763, 0.0681259, 0.0148714, -0.0674081
0.035903, 0.0792738, -0.0272581, -0.0333341, -0.00700086, 0.0164986, -0.00442382, 1, 0.027638, 0.00590765, 0.0136894, -0.0366663, 0.0465004, 0.022638
0.248709, -0.0236214, 0.193599, 0.0290374, -0.0771524, 0.112821, 0.0227015, 0.027638, 1, 0.103954, 0.227188, -0.636289, -0.492841, -0.0911605
0.333265, -0.0572547, -0.256559, 0.0845095, -0.104743, 0.156068, 0.00477604, 0.00590765, 0.103954, 1, 0.325606, 0.28018, -0.6403, 0.119105
0.976948, -0.714604, -0.304085, 0.236213, -0.315265, 0.458288, -0.0280763, 0.0136894, 0.227188, 0.325606, 1, -0.0882209, -0.517469, -0.0247942
-0.10939, 0.0669202, 0.0504327, 0.0129939, 0.0331601, -0.0471713, 0.0681259, -0.0366663, -0.636289, 0.28018, -0.0882209, 1, 0.144984, 0.159002
-0.539384, 0.397282, 0.168462, -0.109337, 0.172257, -0.254412, 0.0148714, 0.0465004, -0.492841, -0.6403, -0.517469, 0.144984, 1, 0.0638235
-0.02603, 0.0250189, -0.0284171, 0.00417909, 0.0061547, -0.0107088, -0.0674081, 0.022638, -0.0911605, 0.119105, -0.0247942, 0.159002, 0.0638235, 1
DJI_0459.JPG
FC6310_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.73051, -0.304209, 0.205054, -0.323996, 0.472636, -0.0234324, 0.035903, 0.219005, 0.308413, 0.976894, -0.077187, -0.513947, -0.0183598
-0.73051, 1, 0.264778, -0.143831, 0.243727, -0.354886, 0.0280359, 0.0792738, -0.00414077, -0.0549213, -0.714137, 0.0504258, 0.381226, 0.0240135
-0.304209, 0.264778, 1, -0.0824368, 0.101751, -0.146061, 0.134816, -0.0272581, 0.194317, -0.252386, -0.304076, 0.0309003, 0.160577, -0.0297142
0.205054, -0.143831, -0.0824368, 1, -0.927418, 0.846166, -0.0259827, -0.0333341, 0.0197233, 0.081197, 0.235419, 0.0222428, -0.102892, 0.00623452
-0.323996, 0.243727, 0.101751, -0.927418, 1, -0.972333, 0.0141479, -0.00700086, -0.0662097, -0.0961736, -0.315166, 0.0222381, 0.161848, 0.00297058
0.472636, -0.354886, -0.146061, 0.846166, -0.972333, 1, -0.0164753, 0.0164986, 0.0974542, 0.144162, 0.45813, -0.0312526, -0.240664, -0.00633427
-0.0234324, 0.0280359, 0.134816, -0.0259827, 0.0141479, -0.0164753, 1, -0.00442382, 0.0245427, 9.03675e-05, -0.0280683, 0.051923, 0.0135021, -0.0549338
0.035903, 0.0792738, -0.0272581, -0.0333341, -0.00700086, 0.0164986, -0.00442382, 1, 0.0174652, 0.00772946, 0.0141974, -0.0218072, 0.0485874, 0.0278649
0.219005, -0.00414077, 0.194317, 0.0197233, -0.0662097, 0.0974542, 0.0245427, 0.0174652, 1, 0.0279233, 0.199832, -0.630526, -0.439921, -0.0847256
0.308413, -0.0549213, -0.252386, 0.081197, -0.0961736, 0.144162, 9.03675e-05, 0.00772946, 0.0279233, 1, 0.306707, 0.405465, -0.644661, 0.201858
0.976894, -0.714137, -0.304076, 0.235419, -0.315166, 0.45813, -0.0280683, 0.0141974, 0.199832, 0.306707, 1, -0.0567852, -0.498933, -0.0155426
-0.077187, 0.0504258, 0.0309003, 0.0222428, 0.0222381, -0.0312526, 0.051923, -0.0218072, -0.630526, 0.405465, -0.0567852, 1, 0.0237091, 0.182678
-0.513947, 0.381226, 0.160577, -0.102892, 0.161848, -0.240664, 0.0135021, 0.0485874, -0.439921, -0.644661, -0.498933, 0.0237091, 1, 0.000457357
-0.0183598, 0.0240135, -0.0297142, 0.00623452, 0.00297058, -0.00633427, -0.0549338, 0.0278649, -0.0847256, 0.201858, -0.0155426, 0.182678, 0.000457357, 1
DJI_0460.JPG
FC6310_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.73051, -0.304209, 0.205054, -0.323996, 0.472636, -0.0234324, 0.035903, 0.225715, 0.292172, 0.976683, -0.0830522, -0.513169, -0.020915
-0.73051, 1, 0.264778, -0.143831, 0.243727, -0.354886, 0.0280359, 0.0792738, -0.00855936, -0.0460246, -0.713815, 0.0586683, 0.382021, 0.0181248
-0.304209, 0.264778, 1, -0.0824368, 0.101751, -0.146061, 0.134816, -0.0272581, 0.180056, -0.258656, -0.304068, 0.0334596, 0.161371, -0.0368005
0.205054, -0.143831, -0.0824368, 1, -0.927418, 0.846166, -0.0259827, -0.0333341, 0.0150812, 0.0844726, 0.234739, 0.0335627, -0.102791, 0.0091636
-0.323996, 0.243727, 0.101751, -0.927418, 1, -0.972333, 0.0141479, -0.00700086, -0.0657835, -0.0929708, -0.314971, 0.0203222, 0.161253, 0.000311038
0.472636, -0.354886, -0.146061, 0.846166, -0.972333, 1, -0.0164753, 0.0164986, 0.0980745, 0.137792, 0.457816, -0.0306055, -0.239231, -0.00423334
-0.0234324, 0.0280359, 0.134816, -0.0259827, 0.0141479, -0.0164753, 1, -0.00442382, 0.0229483, -0.00385606, -0.0280077, 0.0497843, 0.0149672, -0.0459432
0.035903, 0.0792738, -0.0272581, -0.0333341, -0.00700086, 0.0164986, -0.00442382, 1, 0.0231316, 0.00497943, 0.0144881, -0.0300389, 0.0482279, 0.013964
0.225715, -0.00855936, 0.180056, 0.0150812, -0.0657835, 0.0980745, 0.0229483, 0.0231316, 1, 0.026229, 0.210797, -0.629495, -0.472875, -0.0841131
0.292172, -0.0460246, -0.258656, 0.0844726, -0.0929708, 0.137792, -0.00385606, 0.00497943, 0.026229, 1, 0.292788, 0.402055, -0.605175, 0.269647
0.976683, -0.713815, -0.304068, 0.234739, -0.314971, 0.457816, -0.0280077, 0.0144881, 0.210797, 0.292788, 1, -0.0655684, -0.502874, -0.0164755
-0.0830522, 0.0586683, 0.0334596, 0.0335627, 0.0203222, -0.0306055, 0.0497843, -0.0300389, -0.629495, 0.402055, -0.0655684, 1, 0.0771661, 0.218073
-0.513169, 0.382021, 0.161371, -0.102791, 0.161253, -0.239231, 0.0149672, 0.0482279, -0.472875, -0.605175, -0.502874, 0.0771661, 1, -0.0410266
-0.020915, 0.0181248, -0.0368005, 0.0091636, 0.000311038, -0.00423334, -0.0459432, 0.013964, -0.0841131, 0.269647, -0.0164755, 0.218073, -0.0410266, 1
DJI_0461.JPG
FC6310_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.73051, -0.304209, 0.205054, -0.323996, 0.472636, -0.0234324, 0.035903, 0.278992, 0.203218, 0.976877, -0.0874762, -0.486049, -0.019032
-0.73051, 1, 0.264778, -0.143831, 0.243727, -0.354886, 0.0280359, 0.0792738, -0.0209451, -0.027021, -0.713857, 0.061419, 0.361804, 0.0184493
-0.304209, 0.264778, 1, -0.0824368, 0.101751, -0.146061, 0.134816, -0.0272581, 0.106725, -0.275989, -0.303945, 0.0333478, 0.145681, -0.0272404
0.205054, -0.143831, -0.0824368, 1, -0.927418, 0.846166, -0.0259827, -0.0333341, 0.0290287, 0.0650047, 0.233722, 0.0273314, -0.0847021, 0.00789776
-0.323996, 0.243727, 0.101751, -0.927418, 1, -0.972333, 0.0141479, -0.00700086, -0.0871959, -0.0589157, -0.315034, 0.0329045, 0.150352, 0.00202589
0.472636, -0.354886, -0.146061, 0.846166, -0.972333, 1, -0.0164753, 0.0164986, 0.126681, 0.0909185, 0.457826, -0.04282, -0.223557, -0.00580168
-0.0234324, 0.0280359, 0.134816, -0.0259827, 0.0141479, -0.0164753, 1, -0.00442382, 0.0165741, -0.00933056, -0.0276403, 0.0440944, 0.0157275, -0.039549
0.035903, 0.0792738, -0.0272581, -0.0333341, -0.00700086, 0.0164986, -0.00442382, 1, 0.0322625, -0.00126503, 0.0153163, -0.0354534, 0.0381355, 0.000652944
0.278992, -0.0209451, 0.106725, 0.0290287, -0.0871959, 0.126681, 0.0165741, 0.0322625, 1, -0.0112694, 0.268342, -0.535742, -0.607067, -0.158216
0.203218, -0.027021, -0.275989, 0.0650047, -0.0589157, 0.0909185, -0.00933056, -0.00126503, -0.0112694, 1, 0.207769, 0.572829, -0.466728, 0.345697
0.976877, -0.713857, -0.303945, 0.233722, -0.315034, 0.457826, -0.0276403, 0.0153163, 0.268342, 0.207769, 1, -0.0728146, -0.479475, -0.0154264
-0.0874762, 0.061419, 0.0333478, 0.0273314, 0.0329045, -0.04282, 0.0440944, -0.0354534, -0.535742, 0.572829, -0.0728146, 1, 0.0801522, 0.34341
-0.486049, 0.361804, 0.145681, -0.0847021, 0.150352, -0.223557, 0.0157275, 0.0381355, -0.607067, -0.466728, -0.479475, 0.0801522, 1, -0.00166435
-0.019032, 0.0184493, -0.0272404, 0.00789776, 0.00202589, -0.00580168, -0.039549, 0.000652944, -0.158216, 0.345697, -0.0154264, 0.34341, -0.00166435, 1
DJI_0462.JPG
FC6310_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.73051, -0.304209, 0.205054, -0.323996, 0.472636, -0.0234324, 0.035903, 0.268958, 0.186589, 0.97797, -0.0788716, -0.479626, -0.016565
-0.73051, 1, 0.264778, -0.143831, 0.243727, -0.354886, 0.0280359, 0.0792738, -0.00207609, -0.0276864, -0.714361, 0.0483371, 0.35895, 0.0137293
-0.304209, 0.264778, 1, -0.0824368, 0.101751, -0.146061, 0.134816, -0.0272581, 0.101363, -0.284231, -0.304295, 0.0304624, 0.148695, -0.0337218
0.205054, -0.143831, -0.0824368, 1, -0.927418, 0.846166, -0.0259827, -0.0333341, 0.0265547, 0.0623162, 0.232037, 0.0276057, -0.0812694, 0.00464966
-0.323996, 0.243727, 0.101751, -0.927418, 1, -0.972333, 0.0141479, -0.00700086, -0.0829042, -0.0528441, -0.315372, 0.0308079, 0.146294, 0.00441338
0.472636, -0.354886, -0.146061, 0.846166, -0.972333, 1, -0.0164753, 0.0164986, 0.121571, 0.0826163, 0.458327, -0.0397049, -0.219418, -0.0080622
-0.0234324, 0.0280359, 0.134816, -0.0259827, 0.0141479, -0.0164753, 1, -0.00442382, 0.0150436, -0.00388247, -0.0270402, 0.0479515, 0.00830467, -0.0468685
0.035903, 0.0792738, -0.0272581, -0.0333341, -0.00700086, 0.0164986, -0.00442382, 1, 0.0287792, -0.00666534, 0.0162315, -0.0382051, 0.0451156, 0.0110137
0.268958, -0.00207609, 0.101363, 0.0265547, -0.0829042, 0.121571, 0.0150436, 0.0287792, 1, -0.00654014, 0.247924, -0.484338, -0.59174, -0.122453
0.186589, -0.0276864, -0.284231, 0.0623162, -0.0528441, 0.0826163, -0.00388247, -0.00666534, -0.00654014, 1, 0.206485, 0.611209, -0.476549, 0.200822
0.97797, -0.714361, -0.304295, 0.232037, -0.315372, 0.458327, -0.0270402, 0.0162315, 0.247924, 0.206485, 1, -0.0418491, -0.472864, -0.00286646
-0.0788716, 0.0483371, 0.0304624, 0.0276057, 0.0308079, -0.0397049, 0.0479515, -0.0382051, -0.484338, 0.611209, -0.0418491, 1, -0.00151095, 0.188545
-0.479626, 0.35895, 0.148695, -0.0812694, 0.146294, -0.219418, 0.00830467, 0.0451156, -0.59174, -0.476549, -0.472864, -0.00151095, 1, 0.038387
-0.016565, 0.0137293, -0.0337218, 0.00464966, 0.00441338, -0.0080622, -0.0468685, 0.0110137, -0.122453, 0.200822, -0.00286646, 0.188545, 0.038387, 1
DJI_0463.JPG
FC6310_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.73051, -0.304209, 0.205054, -0.323996, 0.472636, -0.0234324, 0.035903, 0.242446, 0.1008, 0.977921, -0.118977, -0.444032, -0.0280052
-0.73051, 1, 0.264778, -0.143831, 0.243727, -0.354886, 0.0280359, 0.0792738, 0.0248726, 0.0349098, -0.713572, 0.0765307, 0.33393, 0.0216823
-0.304209, 0.264778, 1, -0.0824368, 0.101751, -0.146061, 0.134816, -0.0272581, 0.112963, -0.267462, -0.304644, 0.0428298, 0.136702, -0.037482
0.205054, -0.143831, -0.0824368, 1, -0.927418, 0.846166, -0.0259827, -0.0333341, 0.0172532, 0.050212, 0.231132, 0.0306278, -0.0734171, 0.00280388
-0.323996, 0.243727, 0.101751, -0.927418, 1, -0.972333, 0.0141479, -0.00700086, -0.0756764, -0.0233049, -0.315262, 0.0476097, 0.134723, 0.00891626
0.472636, -0.354886, -0.146061, 0.846166, -0.972333, 1, -0.0164753, 0.0164986, 0.110192, 0.0397865, 0.458114, -0.0626572, -0.202086, -0.0142313
-0.0234324, 0.0280359, 0.134816, -0.0259827, 0.0141479, -0.0164753, 1, -0.00442382, 0.0105923, -0.00655368, -0.0269507, 0.0526086, 0.0124161, -0.0585226
0.035903, 0.0792738, -0.0272581, -0.0333341, -0.00700086, 0.0164986, -0.00442382, 1, 0.0337736, -0.015516, 0.0170003, -0.0535435, 0.0484314, -0.00357977
0.242446, 0.0248726, 0.112963, 0.0172532, -0.0756764, 0.110192, 0.0105923, 0.0337736, 1, 0.0068287, 0.225375, -0.437378, -0.571805, -0.064578
0.1008, 0.0349098, -0.267462, 0.050212, -0.0233049, 0.0397865, -0.00655368, -0.015516, 0.0068287, 1, 0.117816, 0.602291, -0.458124, 0.244111
0.977921, -0.713572, -0.304644, 0.231132, -0.315262, 0.458114, -0.0269507, 0.0170003, 0.225375, 0.117816, 1, -0.0878486, -0.43643, -0.0171134
-0.118977, 0.0765307, 0.0428298, 0.0306278, 0.0476097, -0.0626572, 0.0526086, -0.0535435, -0.437378, 0.602291, -0.0878486, 1, -0.0270402, 0.192473
-0.444032, 0.33393, 0.136702, -0.0734171, 0.134723, -0.202086, 0.0124161, 0.0484314, -0.571805, -0.458124, -0.43643, -0.0270402, 1, -0.00369163
-0.0280052, 0.0216823, -0.037482, 0.00280388, 0.00891626, -0.0142313, -0.0585226, -0.00357977, -0.064578, 0.244111, -0.0171134, 0.192473, -0.00369163, 1
DJI_0464.JPG
FC6310_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.73051, -0.304209, 0.205054, -0.323996, 0.472636, -0.0234324, 0.035903, 0.246572, 0.0347394, 0.979081, -0.153643, -0.41472, -0.0376115
-0.73051, 1, 0.264778, -0.143831, 0.243727, -0.354886, 0.0280359, 0.0792738, 0.00954429, 0.0850775, -0.714044, 0.101619, 0.312746, 0.0323051
-0.304209, 0.264778, 1, -0.0824368, 0.101751, -0.146061, 0.134816, -0.0272581, 0.107239, -0.240798, -0.305351, 0.0507919, 0.132086, -0.0401537
0.205054, -0.143831, -0.0824368, 1, -0.927418, 0.846166, -0.0259827, -0.0333341, 0.0165117, 0.0389976, 0.229683, 0.0245043, -0.0691315, 0.000400087
-0.323996, 0.243727, 0.101751, -0.927418, 1, -0.972333, 0.0141479, -0.00700086, -0.0765548, -0.0012476, -0.316046, 0.0588875, 0.124046, 0.013541
0.472636, -0.354886, -0.146061, 0.846166, -0.972333, 1, -0.0164753, 0.0164986, 0.112308, 0.00802413, 0.459013, -0.0793212, -0.18783, -0.0199024
-0.0234324, 0.0280359, 0.134816, -0.0259827, 0.0141479, -0.0164753, 1, -0.00442382, 0.0107944, -0.0131944, -0.0266772, 0.0416953, 0.0128417, -0.0727831
0.035903, 0.0792738, -0.0272581, -0.0333341, -0.00700086, 0.0164986, -0.00442382, 1, 0.0370868, -0.0119214, 0.0185211, -0.0508012, 0.0416332, 0.00247799
0.246572, 0.00954429, 0.107239, 0.0165117, -0.0765548, 0.112308, 0.0107944, 0.0370868, 1, -0.0509423, 0.216473, -0.497045, -0.565299, 0.0113195
0.0347394, 0.0850775, -0.240798, 0.0389976, -0.0012476, 0.00802413, -0.0131944, -0.0119214, -0.0509423, 1, 0.0570178, 0.622844, -0.436343, 0.197423
0.979081, -0.714044, -0.305351, 0.229683, -0.316046, 0.459013, -0.0266772, 0.0185211, 0.216473, 0.0570178, 1, -0.110534, -0.397899, -0.0285868
-0.153643, 0.101619, 0.0507919, 0.0245043, 0.0588875, -0.0793212, 0.0416953, -0.0508012, -0.497045, 0.622844, -0.110534, 1, -0.000522699, 0.0989131
-0.41472, 0.312746, 0.132086, -0.0691315, 0.124046, -0.18783, 0.0128417, 0.0416332, -0.565299, -0.436343, -0.397899, -0.000522699, 1, -0.066925
-0.0376115, 0.0323051, -0.0401537, 0.000400087, 0.013541, -0.0199024, -0.0727831, 0.00247799, 0.0113195, 0.197423, -0.0285868, 0.0989131, -0.066925, 1
DJI_0465.JPG
FC6310_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.73051, -0.304209, 0.205054, -0.323996, 0.472636, -0.0234324, 0.035903, 0.295245, 0.0923127, 0.980184, -0.144208, -0.474092, -0.0354548
-0.73051, 1, 0.264778, -0.143831, 0.243727, -0.354886, 0.0280359, 0.0792738, -0.0238626, 0.041779, -0.714877, 0.0933199, 0.358485, 0.0314966
-0.304209, 0.264778, 1, -0.0824368, 0.101751, -0.146061, 0.134816, -0.0272581, 0.0925846, -0.265929, -0.305523, 0.0475652, 0.149775, -0.0479421
0.205054, -0.143831, -0.0824368, 1, -0.927418, 0.846166, -0.0259827, -0.0333341, 0.0270704, 0.0539898, 0.227924, 0.0305099, -0.0832556, 0.0031672
-0.323996, 0.243727, 0.101751, -0.927418, 1, -0.972333, 0.0141479, -0.00700086, -0.0972013, -0.0179339, -0.316572, 0.0619217, 0.146668, 0.0148299
0.472636, -0.354886, -0.146061, 0.846166, -0.972333, 1, -0.0164753, 0.0164986, 0.139737, 0.0334417, 0.459674, -0.0804655, -0.219109, -0.0217009
-0.0234324, 0.0280359, 0.134816, -0.0259827, 0.0141479, -0.0164753, 1, -0.00442382, 0.00591184, -0.0170642, -0.0263456, 0.0434131, 0.0145982, -0.0762888
0.035903, 0.0792738, -0.0272581, -0.0333341, -0.00700086, 0.0164986, -0.00442382, 1, 0.043524, -0.0169137, 0.0200224, -0.0625599, 0.0408915, 0.00828947
0.295245, -0.0238626, 0.0925846, 0.0270704, -0.0972013, 0.139737, 0.00591184, 0.043524, 1, -0.0274004, 0.26149, -0.487919, -0.57305, -0.0315585
0.0923127, 0.041779, -0.265929, 0.0539898, -0.0179339, 0.0334417, -0.0170642, -0.0169137, -0.0274004, 1, 0.111942, 0.601463, -0.435427, 0.149756
0.980184, -0.714877, -0.305523, 0.227924, -0.316572, 0.459674, -0.0263456, 0.0200224, 0.26149, 0.111942, 1, -0.100463, -0.451277, -0.0251327
-0.144208, 0.0933199, 0.0475652, 0.0305099, 0.0619217, -0.0804655, 0.0434131, -0.0625599, -0.487919, 0.601463, -0.100463, 1, 0.0193477, 0.0884155
-0.474092, 0.358485, 0.149775, -0.0832556, 0.146668, -0.219109, 0.0145982, 0.0408915, -0.57305, -0.435427, -0.451277, 0.0193477, 1, 0.0241165
-0.0354548, 0.0314966, -0.0479421, 0.0031672, 0.0148299, -0.0217009, -0.0762888, 0.00828947, -0.0315585, 0.149756, -0.0251327, 0.0884155, 0.0241165, 1
DJI_0466.JPG
FC6310_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.73051, -0.304209, 0.205054, -0.323996, 0.472636, -0.0234324, 0.035903, 0.289816, 0.0588481, 0.981058, -0.159877, -0.466864, -0.0434334
-0.73051, 1, 0.264778, -0.143831, 0.243727, -0.354886, 0.0280359, 0.0792738, -0.0245133, 0.0699936, -0.715044, 0.107562, 0.354798, 0.0367575
-0.304209, 0.264778, 1, -0.0824368, 0.101751, -0.146061, 0.134816, -0.0272581, 0.0933218, -0.257928, -0.305767, 0.0521605, 0.148812, -0.0497504
0.205054, -0.143831, -0.0824368, 1, -0.927418, 0.846166, -0.0259827, -0.0333341, 0.0193798, 0.0546563, 0.226199, 0.0393359, -0.0809502, 0.00457343
-0.323996, 0.243727, 0.101751, -0.927418, 1, -0.972333, 0.0141479, -0.00700086, -0.092216, -0.00884987, -0.317057, 0.0632845, 0.142215, 0.0146481
0.472636, -0.354886, -0.146061, 0.846166, -0.972333, 1, -0.0164753, 0.0164986, 0.133776, 0.0186281, 0.460248, -0.0846765, -0.212992, -0.0221747
-0.0234324, 0.0280359, 0.134816, -0.0259827, 0.0141479, -0.0164753, 1, -0.00442382, 0.00233136, -0.0219217, -0.0258915, 0.0407266, 0.0175075, -0.075158
0.035903, 0.0792738, -0.0272581, -0.0333341, -0.00700086, 0.0164986, -0.00442382, 1, 0.0458546, -0.0219703, 0.0217892, -0.0697329, 0.0438087, 0.00508997
0.289816, -0.0245133, 0.0933218, 0.0193798, -0.092216, 0.133776, 0.00233136, 0.0458546, 1, -0.0471365, 0.259632, -0.506839, -0.565844, 0.0155512
0.0588481, 0.0699936, -0.257928, 0.0546563, -0.00884987, 0.0186281, -0.0219217, -0.0219703, -0.0471365, 1, 0.0767536, 0.593176, -0.407371, 0.206242
0.981058, -0.715044, -0.305767, 0.226199, -0.317057, 0.460248, -0.0258915, 0.0217892, 0.259632, 0.0767536, 1, -0.122338, -0.445317, -0.0349271
